Id,Title,Link,tag1,Tag2,Tag3,Tag4,tag5,isProblematic,Label1,Label2,Label3,Notes,ansLabel1,ansLabel2,ansLabel3,ansNotes
54790585,Using custom libraries from apps script in App Maker: Authorization problem,https://stackoverflow.com/questions/54790585,Access Control [ Permission | Accessibility ],,,,,,access permission,,,,,,,
54800171,Circumventing query page size limitations,https://stackoverflow.com/questions/54800171,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],,,,,,,,,,,,,
54822913,How to make a recursive menu from Gallery on Screen in PowerApps?,https://stackoverflow.com/questions/54822913,Tutorial [How to do this ],,,,,,,,,,,,,
54828156,AdminDirectory not showing up on code completion in Appmaker,https://stackoverflow.com/questions/54828156,General query [HTTP error header message  explanation | Feature usage query | Learning curve],,,,,,,,,,,,,
54829314,Google App Maker - Add a button for timestamp collection in the onclick method,https://stackoverflow.com/questions/54829314,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,,
54841101,Where to Google app maker personal version,https://stackoverflow.com/questions/54841101,Queries on Platform [plaform comparision | platform features],,,,,,,,,,,,,
54848296,Dynamically adding or deleting widgets in google-app-maker,https://stackoverflow.com/questions/54848296,Dynamic Content,,,,,,,,,,,,,
54857737,CDS Time zone independent Date Time fields not available in Powerapps,https://stackoverflow.com/questions/54857737,Platform issues,,,,,,,,,,,,,
54868399,PowerApps set global variable,https://stackoverflow.com/questions/54868399,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,,
54881057,Connect app maker server script with cloud storage bucket,https://stackoverflow.com/questions/54881057,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],,,,,,,,,,,,,
54884332,Make field visible depended on other field - Powerapps,https://stackoverflow.com/questions/54884332,UI customization [Design flexibility|  UI Overflow| Show/Hide Component|],,,,,,,,,,,,,
54894563,Zoho Inventory API json,https://stackoverflow.com/questions/54894563,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],,,,,,api not inline with documentation,,,,,,,
54900592,How to distinguish a function is client script or server script,https://stackoverflow.com/questions/54900592,Queries on Platform [plaform comparision | platform features],,,,,,,,,,,,,
54901001,APP MAKER not available for all users of my organization,https://stackoverflow.com/questions/54901001,Application accessibility,,,,,,,,,,,,,
54902191,PowerApps - The query cannot be completed because the number of lookup columns it contains exceeds the lookup column threshold,https://stackoverflow.com/questions/54902191,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],,,,,,limited lookup columns,,,,,,,
54902614,Securing specific fields of a record in Google App Maker,https://stackoverflow.com/questions/54902614,Access Control [ Permission | Accessibility ],,,,,,,,,,,,,
54906258,Open external URL in same window using hyperlink formula in Salesforce Community,https://stackoverflow.com/questions/54906258,Platform issues,,,,,,,,,,,,,
54906295,How to create a apex test class for my apex class,https://stackoverflow.com/questions/54906295,Testing [Test failed| Test coverage| Third party functional testing suite|],,,,,,,,,,,,,
54910488,SQL date discrepancy with some dates,https://stackoverflow.com/questions/54910488,General programming query [JSON to CSV/excel],,,,,,discrepency with older dates,,,,,,,
54920348,PowerApps Connector with Azure APIM in ASE,https://stackoverflow.com/questions/54920348,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],,,,,,,,,,,,,
54925179,Pass value to lightning-input tag in LWC,https://stackoverflow.com/questions/54925179,Tutorial [How to do this ],,,,,,,,,,,,,
54935102,PowerApps Data Source Changed to Stored Procedure,https://stackoverflow.com/questions/54935102,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,,,,,,,,,,,,,
54936924,how to delete a salesforce commerce cloud cartridge?,https://stackoverflow.com/questions/54936924,Tutorial [How to do this ],,,,,,,,,,,,,
54937175,Can I Add Related Tables to a PowerApps Canvas App?,https://stackoverflow.com/questions/54937175,Data binding,,,,,,,,,,,,,
54945975,"appmaker mismatch error, how do i resolve?",https://stackoverflow.com/questions/54945975,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,,
54951696,How do I keep Google App Maker app from timing out,https://stackoverflow.com/questions/54951696,Tutorial [How to do this ],,,,,,,,,,,,,
54960110,Zoho Crm API2 Created_By & Modifed_BY not updated by request,https://stackoverflow.com/questions/54960110,General query [HTTP error header message  explanation | Feature usage query | Learning curve],,,,,,,,,,,,,
54967399,How to access a lookup field through SOQL in salesforce?,https://stackoverflow.com/questions/54967399,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],,,,,,,,,,,,,
54980076,Google Appmaker supported Drive API Version,https://stackoverflow.com/questions/54980076,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],,,,,,,,,,,,,
54987992,Google App Maker - autofill textbox depending on dropdown selected option from an external database,https://stackoverflow.com/questions/54987992,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],,,,,,,,,,,,,
54991854,Salesforce lightning:treegrid find Id/data of deselected row,https://stackoverflow.com/questions/54991854,Tutorial [How to do this ],,,,,,,,,,,,,
54995158,zoho books custom function with deluge,https://stackoverflow.com/questions/54995158,Tutorial [How to do this ],,,,,,,,,,,,,
55000264,Show List of Contacts on pop up window when i click on action button in Lightning,https://stackoverflow.com/questions/55000264,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,pop up window not showing,,,,,,,
55005441,Google App Maker - Reference multiple tables from External MySql Database,https://stackoverflow.com/questions/55005441,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,,,,,,,,,,,,,
55006077,How to send Date Value from TextBox to Server Script in app maker?,https://stackoverflow.com/questions/55006077,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,,
55009565,Pass data from parent to child in lightning web component using Charts Js,https://stackoverflow.com/questions/55009565,Tutorial [How to do this ],,,,,,,,,,,,,
55010103,Accessing item from an other item in Google App Maker,https://stackoverflow.com/questions/55010103,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,accessing elements,,,,,,,
55010153,Aligning tick marks on an Area Chart with String X-Values,https://stackoverflow.com/questions/55010153,General programming query [JSON to CSV/excel],,,,,,,,,,,,,
55024778,PowerApp unable to get all Users states,https://stackoverflow.com/questions/55024778,Tutorial [How to do this ],,,,,,,,,,,,,
55026722,How to export a table as google sheet in Google app maker using a button,https://stackoverflow.com/questions/55026722,Data migration [export | import],,,,,,,,,,,,,
55043215,Show records per user in table widget in App Maker,https://stackoverflow.com/questions/55043215,Access Control [ Permission | Accessibility ],,,,,,,,,,,,,
55048122,Create a new record in Google App Maker from spreadsheet,https://stackoverflow.com/questions/55048122,Queries on Platform [plaform comparision | platform features],,,,,,,,,,,,,
55050411,PowerApps Navigation From Excel File Data Source,https://stackoverflow.com/questions/55050411,Data binding,,,,,,gallery,dynamic navigation,,,,,,
55064804,"Zoho creator ,Invalid JSON payload received, when trying to integrate creator-form-data to google sheet",https://stackoverflow.com/questions/55064804,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],,,,,,,,,,,,,
55068186,How to create an a virtual hostname or a simple url for appmaker,https://stackoverflow.com/questions/55068186,Deployment Issues [ Local Development],,,,,,url,comlicated,,,,,,
55072078,How to allow Google App Maker app access with no sign-in required,https://stackoverflow.com/questions/55072078,Access Control [ Permission | Accessibility ],,,,,,access,sign in required,,,,,,
55075917,AppMaker: I got a TypeError while adding a variable link in a TableRow,https://stackoverflow.com/questions/55075917,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,,
55090674,How do I create a record and have it relate to the parent in Google Apps Maker?,https://stackoverflow.com/questions/55090674,Data binding,,,,,,data access,,,,,,,
55101284,Salesforce API - Using Compound fields. (Cannot deserialize instance of MailingAddress from VALUE_STRING),https://stackoverflow.com/questions/55101284,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],,,,,,,,,,,,,
55104440,How to change datasource of a widget with script in Google AppMaker?,https://stackoverflow.com/questions/55104440,Data binding,,,,,,dynamic datasource,,,,,,,
55116523,Forward mail through two mx records,https://stackoverflow.com/questions/55116523,General query [HTTP error header message  explanation | Feature usage query | Learning curve],,,,,,,,,,,,,
55118699,AppMaker - Better way to combine two fields from datasource per element of dropdown's names array?,https://stackoverflow.com/questions/55118699,Data binding,,,,,,,,,,,,,
55122901,AppMaker Return value from server side to client side,https://stackoverflow.com/questions/55122901,Tutorial [How to do this ],,,,,,,,,,,,,
55126170,App Script run basic queries using Cloud SQL,https://stackoverflow.com/questions/55126170,Data binding,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],,,,,,,,,,,,
55136468,Need to get value from a textbox in salesforce Lightning using jquery,https://stackoverflow.com/questions/55136468,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,jquery,lwc,,,,,,
55137884,How to align items with background regardless of the screen size?,https://stackoverflow.com/questions/55137884,General programming query [JSON to CSV/excel],,,,,,background image fitting,,,,,,,
55143718,SQL Query fron AppMaker datasource,https://stackoverflow.com/questions/55143718,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],,,,,,,,,,,,,
55156938,One record in Many2one field having another multiple records in Many2one field in Odoo,https://stackoverflow.com/questions/55156938,Tutorial [How to do this ],,,,,,,,,,,,,
55161617,Why could an extra back-slash appears in javascript in outsystems?,https://stackoverflow.com/questions/55161617,Platform issues,,,,,,non popular language,unwanted behaviour,,,,,,
55164994,How to pass DisplayName property of Person column to SortByColumns function dynamically in PowerApps,https://stackoverflow.com/questions/55164994,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],,,,,,dynamic column sort,,,,,,,
55168898,Power Apps - Create a collection,https://stackoverflow.com/questions/55168898,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],,,,,,,,,,,,,
55176954,How to automatically log a users name in App Maker,https://stackoverflow.com/questions/55176954,Tutorial [How to do this ],,,,,,,,,,,,,
55178584,App maker trigger sends mail two times from my 2 different Email addresses,https://stackoverflow.com/questions/55178584,Automatic Email,,,,,,,,,,,,,
55179755,Error while running Application using PowerApps in microsoft azure,https://stackoverflow.com/questions/55179755,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,,
55193693,I am not able to open my google appmaker project,https://stackoverflow.com/questions/55193693,Platform issues,,,,,,,,,,,,,
55196502,How to bind two distinct datasources to a common dropdown,https://stackoverflow.com/questions/55196502,Data binding,,,,,,multiple datasource in an element,,,,,,,
55206659,Domain in Many2one Odoo 11,https://stackoverflow.com/questions/55206659,Tutorial [How to do this ],,,,,,,,,,,,,
55207558,Google App Maker / sql instance location & GDPR,https://stackoverflow.com/questions/55207558,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,,,,,,sql instance location,,,,,,,
55212167,POST to Salesforce API using Google Tag Manager and JSforce not working?,https://stackoverflow.com/questions/55212167,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],,,,,,,,,,,,,
55217961,Accessing multiple JSON objects in deluge script,https://stackoverflow.com/questions/55217961,General programming query [JSON to CSV/excel],,,,,,,,,,,,,
55219295,Power Apps: Displaying table row on a new screen,https://stackoverflow.com/questions/55219295,Tutorial [How to do this ],,,,,,,,,,,,,
55220499,Can AppMaker be used with SQL Server,https://stackoverflow.com/questions/55220499,Queries on Platform [plaform comparision | platform features],Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,,,,,sql server ,difficult to work with,,,,,,
55220739,Google Cloud SQL not updating with script,https://stackoverflow.com/questions/55220739,Data binding,,,,,,,,,,,,,
55224716,Save Url of email sent by google app maker,https://stackoverflow.com/questions/55224716,,,,,,,,,,,,,,
55238384,Is App Maker hipaa compliant when is used with cloud sql,https://stackoverflow.com/questions/55238384,Queries on Platform [plaform comparision | platform features],,,,,,,,,,,,,
55240089,Is it possible to persist Drive Picker widget settings across pages?,https://stackoverflow.com/questions/55240089,Queries on Platform [plaform comparision | platform features],Tutorial [How to do this ],,,,,,,,,,,,
55240373,Cannot install 3rd party CSS framework into Vue app,https://stackoverflow.com/questions/55240373,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,,
55242183,Displaying Multiple PushPins on powerapps BingMaps using a collection,https://stackoverflow.com/questions/55242183,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],,,,,,,,,,,,,
55244842,Casting Powerapps to Chromecast,https://stackoverflow.com/questions/55244842,Unrelated query,,,,,,casting to screen,,,,,,,
55269741,Embed Power BI report in Salesforce,https://stackoverflow.com/questions/55269741,Embedding,,,,,,,,,,,,,
55275485,"Error sending mail with Firebase, Nodemailer and Zoho",https://stackoverflow.com/questions/55275485,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,external api,requires paid plan,,,,,,
55283256,google.script.run in App Maker: TypeError: Cannot read property 'withLogger' of undefined,https://stackoverflow.com/questions/55283256,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,,
55283966,How I can to do a binding transformer with @expr data in google app maker?,https://stackoverflow.com/questions/55283966,Data binding,,,,,,,,,,,,,
55286040,How to increment counter value inside an onClick event?,https://stackoverflow.com/questions/55286040,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],General programming query [JSON to CSV/excel],,,,,,,,,,,,
55297256,How to create multi items/records or save item/record array at one time in client script file,https://stackoverflow.com/questions/55297256,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],,,,,,,,,,,,
55299725,Time Picker and Autocomplete for App Maker,https://stackoverflow.com/questions/55299725,Tutorial [How to do this ],Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,
55300016,"Google App Maker, importing and opening an existing web page onLoad",https://stackoverflow.com/questions/55300016,General programming query [JSON to CSV/excel],,,,,,embedding existing websites,ssl requirement,,,,,,
55304547,Looking for education materials about App Maker,https://stackoverflow.com/questions/55304547,Tutorial [How to do this ],Community support,,,,,,,,,,,,
55308559,Hoy to export @expr data table to sheets in google app maker?,https://stackoverflow.com/questions/55308559,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,,,,,,exporting data,,,,,,,
55312355,"Is there an option in Powerapps to split a search text into individual strings and to display on a gallery only items that include ""all"" strings?",https://stackoverflow.com/questions/55312355,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],Tutorial [How to do this ],,,,,,,,,,,,
55350422,Implementing Quick Action buttons in Email templates in Salesforce,https://stackoverflow.com/questions/55350422,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],,,,,,,,,,,,,
55366951,How to dynamically switch color themes using SASS?,https://stackoverflow.com/questions/55366951,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],,,,,,,,,,,,
55367038,"what are the limits on the number of envelopes you can publish manually using ""Publish using csv"" in Docusign application connected to salesforce",https://stackoverflow.com/questions/55367038,Queries on Platform [plaform comparision | platform features],General query [HTTP error header message  explanation | Feature usage query | Learning curve],Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],,,,,,,,,,,
55384701,PowerApps - Unable to set SharePoint Person/People field to Current User,https://stackoverflow.com/questions/55384701,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],Platform issues,,,,,,,,,,,,
55393388,Using Google Groups for access rights - not working,https://stackoverflow.com/questions/55393388,Developer role management [Collaboration | Developer role assignment],Permission,,,,,group permissions,,,,,,,
55405120,"Is there a way to access the fields of a record, selected by a radio button widget in Google App Maker?",https://stackoverflow.com/questions/55405120,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],Tutorial [How to do this ],,,,,,,,,,,,
55408264,Mendix setup problem - suggested code not working,https://stackoverflow.com/questions/55408264,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,integration issues,,,,,,,
55418261,what is the call back URL when I am trying call the Salesforce API from the ASP.Net,https://stackoverflow.com/questions/55418261,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],,,,,,,,,,,,,
55419294,Google App Maker saving records to DB is taking 240ms per record,https://stackoverflow.com/questions/55419294,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Scalability performance,,,,,high latency,database,,,,,,
55426906,Dropdown Widget and Related Model,https://stackoverflow.com/questions/55426906,UI customization [Design flexibility|  UI Overflow| Show/Hide Component|],,,,,,,,,,,,,
55435560,How to solve argument for parameter assistant (WatsonServicesAssistant)?,https://stackoverflow.com/questions/55435560,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,ibm watson,integration,,,,,,
55450821,DriveApp createFile add undefined to file,https://stackoverflow.com/questions/55450821,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,,
55471101,How to generate Shipment return label from Fedex api,https://stackoverflow.com/questions/55471101,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],Tutorial [How to do this ],,,,,,,,,,,,
55471918,How I can print all table's content in different pages?,https://stackoverflow.com/questions/55471918,General programming query [JSON to CSV/excel],,,,,,,,,,,,,
55474070,Google App Maker updating DB records in batches,https://stackoverflow.com/questions/55474070,,,,,,,,,,,,,,
55476156,Appmaker - How to enforce validation for suggest box when value is not selected from the options?,https://stackoverflow.com/questions/55476156,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],,,,,,,,,,,,,
55484404,Did I reinvent the wheel with multiple user access to 3rd party API within Google Apps Script?,https://stackoverflow.com/questions/55484404,General programming query [JSON to CSV/excel],,,,,,,,,,,,,
55488988,How to open page in new tab/window?,https://stackoverflow.com/questions/55488988,Tutorial [How to do this ],General query [HTTP error header message  explanation | Feature usage query | Learning curve],,,,,,,,,,,,
55489868,Binding values to multiple labels in a List Widget; Using Dynamic Page Properties,https://stackoverflow.com/questions/55489868,Data binding,,,,,,,,,,,,,
55491667,PowerApps Custom Connector with AD Token expires too frequently with 401 and fix connection,https://stackoverflow.com/questions/55491667,deleted,,,,,,session expire,idle time,,,,,,
55505857,Methods to interface Google App maker and Google Docs template and make a PDF,https://stackoverflow.com/questions/55505857,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],Tutorial [How to do this ],,,,,pdf conversion,,,,,,,
55511505,Change input value using javascript in a form built with Aura,https://stackoverflow.com/questions/55511505,General programming query [JSON to CSV/excel],,,,,,dom level manipulation,state approach,,,,,,
55511963,PowerApps If textfield is blank do not patch else patch,https://stackoverflow.com/questions/55511963,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],,,,,,,,,,,,,
55514820,Emails not sending from smtp.zoho.com in c#,https://stackoverflow.com/questions/55514820,Email configuration [SMTP Authentication],,,,,,smtp zoho,authentication,,,,,,
55520394,PHP JSON Decoding To Array To Grab Specific Key Values (All fields same name),https://stackoverflow.com/questions/55520394,General programming query [JSON to CSV/excel],,,,,,,,,,,,,
55525227,"PowerApps - ""Set Regarding"" for an appointment in CRM",https://stackoverflow.com/questions/55525227,Platform issues,,,,,,dynamics crm,,,,,,,
55537720,Is there a way to open new tab in navigation bar for custom lightning component with record name as tab label?,https://stackoverflow.com/questions/55537720,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination],,,,,,,,,,,,,
55542723,change the expression in lwc component while iterating,https://stackoverflow.com/questions/55542723,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| ],,,,,,,,,,,,,
55549922,Using Pager to rotate through Page Fragments,https://stackoverflow.com/questions/55549922,UI customization [Design flexibility|  UI Overflow| Show/Hide Component|],,,,,,,,,,,,,
55559831,Can't push salesforce managed package,https://stackoverflow.com/questions/55559831,Platform issues,,,,,,managed package,pushing update,,,,,,
55571946,Syntax for an expression to calculate subtraction using variables,https://stackoverflow.com/questions/55571946,General programming query [JSON to CSV/excel],,,,,,,,,,,,,
55574590,PowerApps IF OR Formula for Date < Today()+15,https://stackoverflow.com/questions/55574590,General programming query [JSON to CSV/excel],,,,,,,,,,,,,
55594848,How to change height of the map element on button click?,https://stackoverflow.com/questions/55594848,UI customization [Design flexibility|  UI Overflow| Show/Hide Component|],,,,,,,,,,,,,
55596420,Is it possible to change the Tab order in a Tab widget?,https://stackoverflow.com/questions/55596420,,,,,,,,,,,,,,
55614003,Get a value from a string from a records in a server script,https://stackoverflow.com/questions/55614003,,,,,,,,,,,,,,
55614851,Using popup to select correct relational field and pass value back to an entry form,https://stackoverflow.com/questions/55614851,,,,,,,,,,,,,,
55617000,"Is there a way to use dynamic ""mentions"" in a rich text field using scripting in Quick Base?",https://stackoverflow.com/questions/55617000,,,,,,,,,,,,,,
55619739,Client or Server Script to Print following Form or convert to PDF,https://stackoverflow.com/questions/55619739,,,,,,,pdf conversion,,,,,,,
55623926,Salesforce create view with record type selection using url hacking,https://stackoverflow.com/questions/55623926,,,,,,,,,,,,,,
55628468,Unable to Create Common Data Service DB in Default Environment Power Apps,https://stackoverflow.com/questions/55628468,,,,,,,cds creation,,,,,,,
55629087,How to use CKEditor plugin in Outsystems?,https://stackoverflow.com/questions/55629087,,,,,,,ckeditor,integration,,,,,,
55632717,How to get last transaction of every account using aggregates Or Queries in Outsystems?,https://stackoverflow.com/questions/55632717,,,,,,,queries,,,,,,,
55644204,Possible values in Salesforce Setup Audit Trail action column,https://stackoverflow.com/questions/55644204,,,,,,,,,,,,,,
55645981,How to check if an email address other than that of the logged-in user has Admin role?,https://stackoverflow.com/questions/55645981,,,,,,,,,,,,,,
55647262,Apex and Visualforce Page - Data Display in Page,https://stackoverflow.com/questions/55647262,,,,,,,ui,display data,,,,,,
55649403,How to add button on child row in lightning tree grid,https://stackoverflow.com/questions/55649403,,,,,,,,,,,,,,
55684883,How to subscribe for device events in Mendix?,https://stackoverflow.com/questions/55684883,,,,,,,,,,,,,,
55695608,Downloading a SQL database as a CSV instead of select rows,https://stackoverflow.com/questions/55695608,,,,,,,,,,,,,,
55710608,return data from table storage to PowerApps,https://stackoverflow.com/questions/55710608,,,,,,,,,,,,,,
55714301,How do I extract a string value from my PowerApps custom connector response?,https://stackoverflow.com/questions/55714301,,,,,,,,,,,,,,
55718762,Creating Parent Child Records,https://stackoverflow.com/questions/55718762,,,,,,,,,,,,,,
55721339,How to create a view?,https://stackoverflow.com/questions/55721339,,,,,,,,,,,,,,
55726162,binding transformer #formatNumber cannot used for field in create/edit form,https://stackoverflow.com/questions/55726162,,,,,,,,,,,,,,
55726281,Move file from Drive to TeamDrive folder appscript,https://stackoverflow.com/questions/55726281,,,,,,,,,,,,,,
55726611,Power Apps - Microsoft Flow Send Emails to multiple users,https://stackoverflow.com/questions/55726611,,,,,,,,,,,,,,
55729338,Shadow DOM not shown in Custom Element with Shadow Root when inspected on Salesforce (Rabbit hole),https://stackoverflow.com/questions/55729338,,,,,,,shadow dom,,,,,,,
55738130,How to specify in OpenAPI adding a user to a group?,https://stackoverflow.com/questions/55738130,,,,,,,,,,,,,,
55740306,Client-side calculated model in Google App maker does not work for SuggestBox widget,https://stackoverflow.com/questions/55740306,,,,,,,,,,,,,,
55745397,How to implement reCAPTCHA V3 in salesforce lightning component?,https://stackoverflow.com/questions/55745397,,,,,,,implementing recaptcha,,,,,,,
55748694,Data Event / Server Side Event in App Maker,https://stackoverflow.com/questions/55748694,,,,,,,server side event trigger,,,,,,,
55749828,403 Forbidden for SharePoint version APIs BUT they work at design time AND all other REST calls work,https://stackoverflow.com/questions/55749828,,,,,,,sharepoint api,error at runtime,,,,,,
55764425,How to change a dropdown to a text box for barcode scanning into a field,https://stackoverflow.com/questions/55764425,,,,,,,,,,,,,,
55778580,"Retrieve the list of users in the ""Only allow access to specific users"" under DEPLOYMENTS",https://stackoverflow.com/questions/55778580,,,,,,,,,,,,,,
55781743,Drive Picker file upload issue,https://stackoverflow.com/questions/55781743,,,,,,,drive app,permissions,,,,,,
55791116,How can i resolve this MarkerCluster checkin/ checkout error (leaflet salesforce)?,https://stackoverflow.com/questions/55791116,,,,,,,,,,,,,,
55794490,How to declare a global variable in mendix?,https://stackoverflow.com/questions/55794490,,,,,,,,,,,,,,
55795520,The component doesn't work as expected when a new record is created,https://stackoverflow.com/questions/55795520,,,,,,,ui,dynamic refresh,,,,,,
55796166,Cannot embed App Maker app in iframe on external website,https://stackoverflow.com/questions/55796166,,,,,,,embed in iframe,external website,,,,,,
55801290,PowerApps Meeting Capture Template UserProfileV2 Error,https://stackoverflow.com/questions/55801290,,,,,,,powerapps meeting,template error,,,,,,
55803032,Why does my deployment have no data but my preview has all the data?,https://stackoverflow.com/questions/55803032,,,,,,,,,,,,,,
55805996,How can I fix 'Unchecked runtime.lastError: The message port closed before a response was received.' when linking to G-Cal events?,https://stackoverflow.com/questions/55805996,,,,,,,,,,,,,,
55807363,How to get value from combobox assign to button and navigate to next screen in Powerapps?,https://stackoverflow.com/questions/55807363,,,,,,,,,,,,,,
55827343,How to replace request date with a variable extract from Combobox value in powerapps,https://stackoverflow.com/questions/55827343,,,,,,,,,,,,,,
55832224,"Patch statement not patching to sharepoint list, Power Apps",https://stackoverflow.com/questions/55832224,,,,,,,patch record,sharepoint list,,,,,,
55835107,Power Apps - Create Unique List of Collection,https://stackoverflow.com/questions/55835107,,,,,,,,,,,,,,
55835640,Power Apps - Send Email To the List of Users from Collection Using Flow,https://stackoverflow.com/questions/55835640,,,,,,,,,,,,,,
55847405,How to filter options in app maker's SuggestBox,https://stackoverflow.com/questions/55847405,,,,,,,suggest box ,filter options,,,,,,
55851306,Window.close not Working in page Refernce Apex method,https://stackoverflow.com/questions/55851306,,,,,,,,,,,,,,
55853297,Client Reload Record after Server Side Change,https://stackoverflow.com/questions/55853297,,,,,,,,,,,,,,
55853588,No 'Access-Control-Allow-Origin' header is present on the requested resource in angular app,https://stackoverflow.com/questions/55853588,,,,,,,api blocked,CORS policy,,,,,,
55864354,Option to restrict non-admin licensed users to create PowerApps environments,https://stackoverflow.com/questions/55864354,,,,,,,,,,,,,,
55866393,issue with O365.Calendar.GetTables() method,https://stackoverflow.com/questions/55866393,,,,,,,,,,,,,,
55866962,Table with a relation datasource opening first item in datasource,https://stackoverflow.com/questions/55866962,,,,,,,table datasource ,loading items,,,,,,
55868931,Data-view is not updating when entity is updated in Mendix,https://stackoverflow.com/questions/55868931,,,,,,,refresh in client,needs same context,,,,,,
55870883,How to import a widget package in Mendix?,https://stackoverflow.com/questions/55870883,,,,,,,,,,,,,,
55873748,Can I stop a record from being inserted in the object trigger without letting the user know in Salesforce?,https://stackoverflow.com/questions/55873748,,,,,,,,,,,,,,
55875490,How to create a Test scenario for a code block with Test not running check,https://stackoverflow.com/questions/55875490,,,,,,,,,,,,,,
55881794,Default Value for Dropdown,https://stackoverflow.com/questions/55881794,,,,,,,dropdown ,default value,,,,,,
55882359,How to sync data between salesforce and external systems?,https://stackoverflow.com/questions/55882359,,,,,,,,,,,,,,
