Id,PostTypeId,ParentId,CreationDate,Score,Body,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount,ContentLicense
45798686,2,44497664,2017-08-21T13:43:00.377,0,"<p>This question has been answered here:
<a href=""https://salesforce.stackexchange.com/questions/180535/jqueryui-inputinputindex-hasownproperty-is-not-a-function"">https://salesforce.stackexchange.com/questions/180535/jqueryui-inputinputindex-hasownproperty-is-not-a-function</a></p>

<p>Simply said: All external libs that use the function hasOwnProperty are not working (yet) because the function has not been added to the LockerService SecureWindow object. Using an older version of jquery UI solves it for now (version 1.11.4 is supported)</p>
",378018,,,2017-08-21T13:43:00.377,0,CC BY-SA 3.0
45806735,2,45806521,2017-08-21T23:13:23.300,1,"<p>You need to create the application on a server of your own or use Twilio Functions (NodeJS), for example, to host the necessary logic. You can also use Twilio Bins to host static TWIML, if it doesn't change. A full featured IVR will need several TWIML files, one for each response scenario.</p>

<p>For audio files, look up the Play verb, <a href=""https://www.twilio.com/docs/api/twiml/play"" rel=""nofollow noreferrer"">Twilio Play Verb docs</a> instead of the say verb. Twilio now allows you to host some media on their servers, which is handy if you are using their bins or functions to host your code.</p>

<p>Twilio also has several walkthroughs regarding setting up TWIML and using the bins and functions on their documentation site.Here's an IVR phone tree in C# (They have a nodejs version also - you cant host the C# version without an accessible web server). <a href=""https://www.twilio.com/docs/tutorials/ivr-phone-tree-csharp-mvc"" rel=""nofollow noreferrer"">Twilio C# IVR Tutorial</a></p>
",6728516,,,2017-08-21T23:13:23.300,1,CC BY-SA 3.0
45808436,2,45802802,2017-08-22T03:26:23.177,1,"<p>The client id and client secrecy is that the property the client app you register in the app.</p>

<p>And the resource URL is the app id URI of the app which represents the web API. And you can decode it from the token which works for previews request.</p>

<p>More detail about authentication for the PowerApps for Azure Active Directory, you can refer the link below:</p>

<p><a href=""https://powerapps.microsoft.com/en-us/tutorials/customapi-azure-resource-manager-tutorial/"" rel=""nofollow noreferrer"">Use Azure Active Directory with a custom connector in PowerApps</a></p>
",5752362,,,2017-08-22T03:26:23.177,0,CC BY-SA 3.0
45873779,2,45846521,2017-08-25T02:58:50.780,2,"<p>I used the following property to debug the error:</p>

<pre><code>props.put(""mail.debug"", ""true"");
</code></pre>

<p>The issue was with from address. The from address should match with the address in :</p>

<pre><code>new PasswordAuthentication(""sssxxxx@xxx.com"", ""xxxxx"");
</code></pre>

<p>I changed it and everything is working fine as expected.</p>
",1188867,,,2017-08-25T02:58:50.780,0,CC BY-SA 3.0
45874750,2,45874369,2017-08-25T05:07:51.000,1,"<p>Use in your script the CDATA.</p>

<pre><code>&lt;FL val=""Description""&gt;&lt;![CDATA['.$description.']]]]&gt;&lt;/FL&gt;
</code></pre>
",8508436,,,2017-08-25T05:07:51.000,1,CC BY-SA 3.0
45884611,2,45875383,2017-08-25T15:19:00.717,3,"<p>It depends on what you are trying to do. Basically, there are two major use cases:</p>

<ol>
<li>Workaround lack of global bindable variables in App Maker. Page Fragment itself (not an instance of Page Fragment on particular page) has its own properties, that can be used globally across the app. This hack/feature is used in <a href=""https://developers.google.com/appmaker/templates/starter-app/"" rel=""nofollow noreferrer"">Starter App template</a> to track menu state on app level.</li>
</ol>

<pre class=""lang-js prettyprint-override""><code>...
var x = app.pageFragments.MyPageFragment.properties.MyCustomProperty;
...
</code></pre>

<ol start=""2"">
<li>Use properties of particular Page Fragment instance:</li>
</ol>

<pre class=""lang-js prettyprint-override""><code>// access from current page:
var x = app.currentPage.descendants.MyPageFragmentInstance.properties.MyCustomProperty;

// ...or
var x = app.pages.MyPage.descendants.MyPageFragmentInstance.properties.MyCustomProperty;

// access in page fragment instance's event (onAttach for example)
var x = widget.parent.properties.MyCustomProperty;

// access in page fragment instance descendant's event
var x = widget.root.parent.properties.MyCustomProperty;
</code></pre>

<p><strong>Further reading:</strong></p>

<p><a href=""https://developers.google.com/appmaker/ui/viewfragments#use_custom_properties_to_customize_page_fragments"" rel=""nofollow noreferrer"">Page Fragment Custom Properties</a></p>
",454137,,,2017-08-25T15:19:00.717,0,CC BY-SA 3.0
45931046,2,45824743,2017-08-29T05:05:27.270,1,"<p>In Zoho Books, taxes can be either simple tax (<code>tax</code>) or compound tax (<code>compound_tax</code>) or tax groups (<code>tax_groups</code>). In Settings -> Taxes, You can create these type of taxes. </p>

<p>If you associate <code>compound tax</code> to the bill, you will get the <code>tax_type</code> as <code>compound_tax</code>.</p>

<p>PS: <code>is_inclusive_tax</code> node is used to find the bill is either inclusive or exclusive.</p>
",2492658,,,2017-08-29T05:05:27.270,0,CC BY-SA 3.0
45948958,2,45941854,2017-08-29T22:03:20.187,3,"<p>There are different debugging techniques for App Maker and they are different for Server and Client scripts.</p>

<p><strong>Client Script debugging:</strong></p>

<ol>
<li><p>Write <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/debugger"" rel=""nofollow noreferrer"">'debugger;'</a> statement in code where you need to break, redeploy app, open Browser Dev Tools and reload app. It is just a basic JS debugging technique.</p></li>
<li><p>You can use 'console.log()' to put some messages to browser's console.</p></li>
</ol>

<p><strong>Server Script debugging:</strong></p>

<ol>
<li><p>You can use 'console.log()' to put some messages to browser's console (this will work only if you are deployment owner, otherwise you'll not see these messages).</p></li>
<li><p>You can use 'console.log()' and see your messages in Google Cloud Platform logs for your <strong>Deployment</strong>:</p></li>
</ol>

<p><a href=""https://i.stack.imgur.com/bLlIl.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/bLlIl.png"" alt=""Deployment logs""></a></p>

<p>or <strong>Preview</strong>:</p>

<p><a href=""https://i.stack.imgur.com/Kos0a.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Kos0a.png"" alt=""enter image description here""></a></p>
",454137,,,2017-08-29T22:03:20.187,1,CC BY-SA 3.0
45964697,2,45954124,2017-08-30T15:44:18.200,3,"<p><strong>Automatic Save Mode</strong></p>

<p>In auto save mode App Maker instantly saves every field, so you have per-field saving granularity. In other words, whenever field's value is changed App Maker sends request to server to save the modification.</p>

<pre class=""lang-js prettyprint-override""><code>// this code will trigger async call to server to save the modification
// only for this particular field.
app.datasources.MyDatasource.item.MyField = 'My new value';
</code></pre>

<p><strong>Manual Save Mode</strong></p>

<p>With manual save mode there is no easy way to save modifications subsets separately, since whenever you call 'saveChanges' method App Maker will try to persist all modifications made to the datasource. Here are some pretty bad workarounds that <strong>I would not recommend</strong> unless you have no other options:</p>

<pre class=""lang-js prettyprint-override""><code>// Implementation with callback chaining if field save
// order matters. It will work extremely slow.
var ds = app.datasources.MyDatasource; 
ds.item.MyField1 = 'My new value 1';

ds.saveChanges(function() {
  ds.item.MyField2 = 'My new value 2';

  ds.saveChanges(function() {
    ds.item.MyField3 = 'My new value 3';
    ...  
  });
});


// Implementation without chaining. In theory should work
// faster(if it would work at all...)
var ds = app.datasources.MyDatasource;

ds.item.MyField1 = 'My new value 1';
ds.saveChanges();

ds.item.MyField2 = 'My new value 2';
ds.saveChanges();

ds.item.MyField3 = 'My new value 3';
ds.saveChanges();
...  
</code></pre>

<p><strong>Server Script</strong></p>

<p>Pretty much same answer as for Manual Save mode, it is doable, but <strong>I would not recommend do it</strong> since performance will significantly degrade.</p>

<pre class=""lang-js prettyprint-override""><code>record.MyField1 = 'My new value 1';
app.saveRecords([record]);

record.MyField2 = 'My new value 2';
app.saveRecords([record]);

record.MyField3 = 'My new value 3';
app.saveRecords([record]);
...
</code></pre>
",454137,,,2017-08-30T15:44:18.200,3,CC BY-SA 3.0
45965011,2,45963371,2017-08-30T16:01:11.923,3,"<p>In those samples page <a href=""https://developers.google.com/appmaker/ui/binding#custom_properties"" rel=""nofollow noreferrer"">Custom Properties</a> are used. To use these properties you need to define them manually first:
<a href=""https://i.stack.imgur.com/pXS0Q.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/pXS0Q.png"" alt=""Page custom properties""></a></p>

<p>But most likely in real-life application you'll need to bind Drive Picker's properties to some datasource item fields(so be sure, that your Drive Picker widget inherits right datasource).</p>
",454137,,,2017-08-30T16:01:11.923,3,CC BY-SA 3.0
45986363,2,45980951,2017-08-31T16:37:32.893,2,"<p>The best way to avoid data duplication will be enforcing 'unique' constraint for your tables using Cloud SQL.</p>

<p>In case you don't want to use Cloud SQL and want to go with <strong>Drive Tables</strong> you can emulate unique constraint manually using locks, queries and model events:</p>

<pre class=""lang-js prettyprint-override""><code>// onCreate model event (actually it is onBeforeCreate)
// this events accepts about-to-create record as parameter
var lock = LockService.getScriptLock();
lock.waitLock(5000);

var query = app.models.MyModel.newQuery();
query.filters.SomeField._equals = record.SomeField;

var records = query.run();

if (records.length &gt; 0) {
  throw new Error('Record with SomeField value equal to ' + record.SomeField +
                   ' already exists.');
}

lock.releaseLock();
</code></pre>

<p>You need <code>lock</code> here to prevent other threads concurrently creating records that will violate your unique constraint.</p>

<p>Then you can handle the error on UI in <code>createItem</code> function callback:</p>

<pre class=""lang-js prettyprint-override""><code>// create button onClick handler
widget.datasource.createItem({
  success: function(record) {
    // TODO
  },
  failure: function(error) {
    // TODO
  }
});
</code></pre>
",454137,454137,2017-09-01T15:16:46.750,2017-09-01T15:16:46.750,6,CC BY-SA 3.0
46004654,2,45996851,2017-09-01T16:40:50.050,1,"<p>In <a href=""https://developers.google.com/appmaker/templates/starter-app/"" rel=""nofollow noreferrer"">Starter App template</a> side-menu link's clicks are propagated to its parent panel and handled by it. Here is MenuItemPanel click handler for reference:</p>

<pre class=""lang-js prettyprint-override""><code>app.pageFragments.Menu.properties.IsVisible = false;
app.showPage(app.pages.SomePage);
</code></pre>

<p>Every page in the app has menu page fragment and its <code>visible</code> property is bound to Menu page fragment's <code>IsVisible</code> <a href=""https://developers.google.com/appmaker/ui/binding#custom_properties"" rel=""nofollow noreferrer"">custom property</a>(it is kind of bindable global variable).</p>
",454137,,,2017-09-01T16:40:50.050,1,CC BY-SA 3.0
46004870,2,45999270,2017-09-01T16:54:59.377,1,"<p>Here is a code sample with following assumptions:</p>

<ul>
<li>you have Master and Attachment models with One-to-Many relation</li>
<li>datasource of the current page is set to record from the Master model</li>
<li>datasource is in Auto Save mode</li>
</ul>

<pre class=""lang-js prettyprint-override""><code>// onDocumentSelect Drive Picker's event handler
var create = widget.root.datasource.relations.Attachments.modes.create;

result.docs.forEach(function(doc) {
  create.item.Url = doc.url;
  create.createItem();
});
</code></pre>

<p>This code will make N requests to the server, where N is number of attachments. You can use <code>google.script.run</code> to make a single call and handle creating new attachment records and relations on server, but then you'll need manually reload relation to show changes to user.</p>
",454137,,,2017-09-01T16:54:59.377,4,CC BY-SA 3.0
46005068,2,46001148,2017-09-01T17:11:08.357,2,"<p>There is no such type of table in App Maker at this time (but you can always file feature request <a href=""https://issuetracker.google.com/issues/new?component=192783&amp;template=833410"" rel=""nofollow noreferrer"">here</a>)</p>

<p>Meanwhile you can put some effort and implement it on your own. You just need to add input widgets, layout them and bind to <a href=""https://developers.google.com/appmaker/scripting/api/client#Query"" rel=""nofollow noreferrer"">filters(_equals, _in, _notIt, _startsWith...)</a>:</p>

<pre><code>@datasource.query.filters.FieldName._equals
</code></pre>

<p>There are some relevant apps with this functionality:</p>

<ul>
<li><a href=""https://developers.google.com/appmaker/samples/project-list/"" rel=""nofollow noreferrer"">Project List</a></li>
<li><a href=""https://developers.google.com/appmaker/templates/project-tracker/"" rel=""nofollow noreferrer"">Project Tracker</a></li>
</ul>
",454137,,,2017-09-01T17:11:08.357,1,CC BY-SA 3.0
46059840,2,46057517,2017-09-05T16:48:55.983,1,"<p>First of all, you can enforce it on Model level by making the field required. Secondary, you can add your custom validation logic on UI:</p>

<pre class=""lang-js prettyprint-override""><code>// UserPicker onValidate event
if (widget.value === null || widget.value === '') {
  return 'validation error message goes here';
}
</code></pre>

<p>Be sure, that your form's submit button is bound to <code>@widget.parent.parent.valid</code> (it is default App Maker binding for forms) or forces validation on click:</p>

<pre class=""lang-js prettyprint-override""><code>// submit button onClick event for AM auto-generated form
if (widget.parent.parent.validate()) {
  widget.datasource.createItem();
}
</code></pre>

<p>This will trigger <code>onValidate</code> event for the UserPicker widget.</p>
",454137,,,2017-09-05T16:48:55.983,4,CC BY-SA 3.0
46064499,2,46060441,2017-09-05T23:06:41.257,1,"<p>This code will update <code>src</code> attribute of the <code>img</code> DOM element and force browser to (re)load image:</p>



<pre><code>// onClick event of some button/widget
app.currentPage.descendants.ImageWidget.url = 'http://cats.com/myCat.jpg';
</code></pre>
",454137,,,2017-09-05T23:06:41.257,0,CC BY-SA 3.0
46080418,2,46067509,2017-09-06T16:40:30.270,2,"<p>You don't have record key on the client, until you save it, since record key is generated by the server. This applies both to Auto and Manual save modes.</p>

<p>Here is code <a href=""https://developers.google.com/appmaker/scripting/api/client#CreateDataSource"" rel=""nofollow noreferrer"">snippet from App Maker documentation</a>:</p>

<pre class=""lang-js prettyprint-override""><code> var myCreateDatasource = app.datasources.MyDatasource.modes.create;
 var draft = myCreateDatasource.item;
 draft.Name = ""Name"";
 draft.Age = 21;

 // Create the new item
 myCreateDatasource.createItem(function(newRecord) {
   // Callback is called after the record is saved, so it now has a key.
   var key = newRecord._key;
   // Do something with the key here.
 }
</code></pre>
",454137,,,2017-09-06T16:40:30.270,0,CC BY-SA 3.0
46101784,2,46090082,2017-09-07T17:05:21.963,1,"<p>You can start a process on an insert on an entity. But this will not refresh the UI. </p>

<p>To refresh the UI, you can use Javascript to refresh the page periodically.</p>

<p>You need to add two expressions to the page. The first one at the top of the page (i.e. first element in <strong>MainContent</strong> section), and the second one in the <strong>Footer</strong> section.</p>

<p>Add some Javascript to the expressions as the <em>Value</em>.</p>

<ul>
<li>First expression: <code>""&lt;script&gt;function refresh(){setTimeout(function(){ $('#""+RefreshButton.Id+""').click();refresh(); }, 5000);};&lt;/script&gt;""</code></li>
<li>Second expression: <code>""&lt;script&gt;refresh();&lt;/script&gt;""</code></li>
</ul>

<p>NOTE: Remember to set <em>Escape Content</em> to <strong>No</strong> on both expressions!</p>
",1602237,,,2017-09-07T17:05:21.963,0,CC BY-SA 3.0
46172225,2,46171283,2017-09-12T09:04:47.433,4,"<p>you can also use this without these tls parameter default value is false.
you got the error because of you don't pass service:'zoho' in nodemailer</p>

<pre><code>let transporter = nodemailer.createTransport({
        service:'Zoho',
        host: this.service,
        port:587,
        secure: false,
        auth: {
            user: this.user,
            pass: this.password
        }
    });
</code></pre>
",4782920,,,2017-09-12T09:04:47.433,1,CC BY-SA 3.0
46206515,2,46206207,2017-09-13T20:42:59.007,1,"<p>Data cannot come from outer space, you need to put it in first. <a href=""https://developers.google.com/appmaker/templates/people-viewer/"" rel=""nofollow noreferrer"">People Viewer template</a> relies on Directory Model that reads data from <a href=""https://support.google.com/a/answer/1628009"" rel=""nofollow noreferrer"">Admin Directory</a>. So, you need to navigate there and add information you need.</p>
",454137,,,2017-09-13T20:42:59.007,2,CC BY-SA 3.0
46227509,2,46227182,2017-09-14T20:12:13.770,3,"<p>First of all, you should run this code on <strong>server side</strong>:</p>

<pre class=""lang-js prettyprint-override""><code>// server script
function deleteAll() {
  var records = app.models.Employee.newQuery().run(); 
  app.deleteRecords(records);
  ...
}


// Client script, for instance button's onClick event handler
google.script.run.deleteAll();
</code></pre>

<p>Then you can simplify your life, by specifying <a href=""https://developers.google.com/appmaker/models/relations#ownership"" rel=""nofollow noreferrer"">relation <strong>Owner</strong></a>. If you have it configured, then when you delete master record all related records will be deleted(cascade deletion). If you properly setup relations for all your models, then you'll need to delete records only from one model/table and all other records will be delete as well:
<a href=""https://i.stack.imgur.com/Uit0i.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Uit0i.png"" alt=""Relation owner""></a></p>

<p><strong>PS</strong></p>

<p>As a quick and simple workaround, you can simply create a brand-new deployment(out of the box all models/tables will be empty).</p>
",454137,,,2017-09-14T20:12:13.770,0,CC BY-SA 3.0
46241295,2,46236405,2017-09-15T13:54:55.353,1,"<p>The only suggestion I have would be to add:</p>

<p>var recordstosave = [];</p>

<p>At the top of your function.
Then replace app.saveRecords([record]) with recordstosave.push(record).</p>

<p>Finally outside of your foreach function do app.saveRecords(recordstosave).</p>

<p>I saw major processing time improvements doing this rather than saving each record individually inside a loop.</p>
",5322594,,,2017-09-15T13:54:55.353,0,CC BY-SA 3.0
46241817,2,46241609,2017-09-15T14:21:02.337,0,"<p>First of all, a while loop in a recursion is kind of couter intuitive. Use the recursion, not a while if you can.</p>

<p>As M. Prokhorov said, you probably want to affect the result of <code>functionUse.array1(a2,b2,pos,sum);</code> if your last <code>else</code>.</p>

<p>Probably <code>sum = functionUse.array1(a2,b2,pos,sum);</code> will do.</p>
",4641455,,,2017-09-15T14:21:02.337,0,CC BY-SA 3.0
46275349,2,43924709,2017-09-18T08:59:54.727,2,"<p>In PowerApps, when querying any data source, a maximum of 500 records are retrieved.
If your data source is delegable and the functions you use in the query are also delegable for that data source, then all the records in your source table will be queried and the first 500 results returned.
If your data source is not delegable, or the functions you use in the query are not delegable for that data source, then only results from the first 500 records of the source table will be returned.
Details are <a href=""https://powerapps.microsoft.com/en-us/tutorials/delegation-overview/"" rel=""nofollow noreferrer"">here</a>.</p>
",7414664,,,2017-09-18T08:59:54.727,0,CC BY-SA 3.0
46314852,2,46275169,2017-09-20T06:34:59.363,0,"<p>Ok, just in case anyone else is having this problem while the fixing of the bug is still under work (I reported the bug though). This is how I dealt with it:</p>

<p>UserPicker widget onDetach:</p>

<pre><code>if(widget.datasource.item.OwnerEmail !== widget.value) {
  widget.datasource.item.OwnerEmail = widget.value;
}
</code></pre>

<p>This makes sure that the value change is saved into the record anyway, when the widget is being detached.</p>

<p>However, this solution is missing the automatic validation (which is done in UserPicker widget by default). So you might need to make sure that the entered value is actually an email, in this solution there is no guarantee of that.</p>

<p>There are probably better ways to do this, but this is just a quick fix I came up with.</p>
",8253068,8253068,2017-09-21T07:25:29.133,2017-09-21T07:25:29.133,0,CC BY-SA 3.0
46356207,2,46330301,2017-09-22T03:06:25.930,0,"<ol>
<li><p>Could you recommend some learning materials for appmaker? You can find official documentation and resources available below so that you can start learning more about App Maker and the features available: </p>

<ul>
<li><p>Official App Maker developer documentation <a href=""https://developers.google.com/appmaker/"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/</a></p></li>
<li><p>Official App Maker Templates which can give you a head start on different UI designs and useful application features <a href=""https://developers.google.com/appmaker/templates/"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/templates/</a></p></li>
<li><p>Official App Maker Public Google Group <a href=""https://groups.google.com/forum/#!forum/appmaker-users"" rel=""nofollow noreferrer"">https://groups.google.com/forum/#!forum/appmaker-users</a> </p></li>
<li><p>App Maker office Hours YouTube Channel <a href=""https://www.youtube.com/channel/UCnC9dI1zA-jkrPwOfeWmSJw/videos"" rel=""nofollow noreferrer"">https://www.youtube.com/channel/UCnC9dI1zA-jkrPwOfeWmSJw/videos</a></p></li>
<li><p>Training resources and video tutorials created by one of Google Partners <a href=""https://appmakeruniversity.com"" rel=""nofollow noreferrer"">https://appmakeruniversity.com</a></p></li>
<li><p>App Maker video from Google Cloud Next '17 <a href=""https://youtu.be/Br6aNwDXDgQ"" rel=""nofollow noreferrer"">https://youtu.be/Br6aNwDXDgQ</a></p></li>
<li><p>App Maker video from Google I/O '17 <a href=""https://youtu.be/Q84HQgI3Dd8"" rel=""nofollow noreferrer"">https://youtu.be/Q84HQgI3Dd8</a></p></li>
</ul></li>
<li><p>It seems that the there was no separated physical database for the app. How could I extra the data from the database? You can find information about importing and exporting data from App Maker here <a href=""https://developers.google.com/appmaker/models/import-export"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/models/import-export</a></p></li>
<li><p>How could I monitor the requests going somewhere? I am not sure if I understood this last question. The best place to get support for App Maker is via this Stackoverflow tag or via the official App Maker Google Group provided above. You can also contact G Suite Support for any issues with the App Maker service.</p></li>
</ol>

<p>Hope this helps!</p>
",7275720,,,2017-09-22T03:06:25.930,1,CC BY-SA 3.0
46356296,2,46321865,2017-09-22T03:18:23.197,1,"<p>When using the User Picker widget in App Maker, you can only select one user at a time. You will need to use custom JavaScript in order to do multiple selections. You can find a great integration on how to easily select multiple users in the Training Hub template available here <a href=""https://developers.google.com/appmaker/templates/training-hub/"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/templates/training-hub/</a></p>

<p>If you open the above template and if you go to the ""AssignCourses"" page you will see a possible integration on how you can make multiple user selections. Note that you still need to add user by user to a Grid which will contain all the users that you selected.</p>

<p>Hope this helps!</p>
",7275720,,,2017-09-22T03:18:23.197,1,CC BY-SA 3.0
46389577,2,46065546,2017-09-24T11:30:42.023,1,"<p>When I deleted a lookup field in Salesforce Lightning, the deleted field will move to recycle bin and keep up to 15 days before Salesforce automatically remove it.  To remove from the recycle bin, I have to switch from Lightning to Classic portal and delete it because Lightning does not have this function yet.</p>
",970307,,,2017-09-24T11:30:42.023,0,CC BY-SA 3.0
46431172,2,46422037,2017-09-26T16:05:08.407,0,"<p>A form will save the data card value defined in <code>Update</code> into the field defined by <code>DataField</code>.  You are trying to change data displayed on the dropdown which is not set in the Fields list you have above.  Try the following (the first few steps may already be completed based on picture):</p>

<ol>
<li>Check <code>Country</code> to insert data card into form</li>
<li>Select data card and under Advanced properties click <code>Unlock to change properties</code></li>
<li>Delete text box from data card that was added by default</li>
<li>Select data card and insert desired control (drop down box)</li>
<li>Select drop down box (not data card) and under Advanced properties define <code>Items</code> and <code>Value</code> to populate values from the sharepoint list</li>
<li>Select data card and change <code>Update</code> to desired dropdown value that should be saved e.g. <code>dropDown1.Selected.country_id</code></li>
</ol>

<p>The drop down box can display the Country text on the form, but then save an associated value such as the country id.</p>
",3242130,,,2017-09-26T16:05:08.407,0,CC BY-SA 3.0
46431687,2,46378576,2017-09-26T16:35:35.967,0,"<p>So, if your only problem is communication between client and server, then you can do it using this snippet:</p>

<pre class=""lang-js prettyprint-override""><code>// onClick button event handler
google.script.run
   .withFailureHandler(function(error) {
      // TODO: An error occurred, so display an error message.
    })
  .withSuccessHandler(function(result) {
     // TODO: Handle success
   })
 .myPublicServerSideFunction(param1, param2);
</code></pre>

<p>You can read more about client-sever communication by following the links bellow:</p>

<p><a href=""https://developers.google.com/apps-script/guides/html/reference/run"" rel=""nofollow noreferrer"">https://developers.google.com/apps-script/guides/html/reference/run</a>
<a href=""https://developers.google.com/appmaker/scripting/client#call_a_server_script"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/scripting/client#call_a_server_script</a></p>

<p>If you want to make your data backup, then you can just go to <code>Settings -&gt; Deployments</code>, select your deployment and <code>Export Data</code>. If you want to automate the process then just switch to Cloud SQL and it will take care about backups for you.</p>
",454137,,,2017-09-26T16:35:35.967,0,CC BY-SA 3.0
46471834,2,46463283,2017-09-28T14:36:26.957,1,"<p>I would suggest to store the travel details ID (or whatever the primary key of the travel details table is) as a variable (context or global depending on how you want to do this) when the travel details are saved on the first screen, and then modifying the OnSelect property of the save button on the second screen to include the information stored in the variable when it writes to the Travellers table.
I realise this is not very clear, but more information about the data structure and the current OnSelect property of both save buttons would help.</p>
",7414664,,,2017-09-28T14:36:26.957,1,CC BY-SA 3.0
46480442,2,46421271,2017-09-29T01:24:21.910,0,"<p>A straight forward approach you can take for this is a simple trigger. You'll need to add a boolean field on the lead with a name like ""API Convert"". The purpose of this field will be to trigger the conversion of a lead when updated to true. This will allow you to be able to update leads in a data loader by just marking API_Convert__c = true.</p>

<p>Example of the bulkified trigger borrowed from Salesforce Developer community, with an update to add this field as a dependency.</p>

<pre><code>trigger AutoConvert on Lead (after update) {
    list&lt;Lead&gt; LeadsToConvert = new list&lt;Lead&gt;();
    for(Lead myLead: Trigger.new){
      if(!myLead.isConverted &amp;&amp; myLead.API_Convert__c == true)
        LeadsToConvert.add(myLead);
    }

    list&lt;Database.LeadConvert&gt; leadConverts = new list&lt;Database.LeadConvert&gt;();
    for(Lead myLead : LeadsToConvert){
      Database.LeadConvert lc = new database.LeadConvert();
      lc.setLeadId(myLead.Id);
      lc.convertedStatus = 'Qualified';
      //Database.ConvertLead(lc,true);
      lc.setDoNotCreateOpportunity(true);
      leadConverts.add(lc);
    }

    if(!leadConverts.isEmpty()){
      for(Integer i = 0; i &lt;= leadConverts.size()/100 ; i++){
        list&lt;Database.LeadConvert&gt; tempList = new list&lt;Database.LeadConvert&gt;();
        Integer startIndex = i*100;
        Integer endIndex = ((startIndex+100) &lt; leadConverts.size()) ? startIndex+100: leadConverts.size();
        for(Integer j=startIndex;j&lt;endIndex;j++){
          tempList.add(leadConverts[j]);
        }
        Database.LeadConvertResult[] lcrList = Database.convertLead(tempList, false);
        for(Database.LeadConvertResult lcr : lcrList)
          System.assert(lcr.isSuccess());
      }
    }
}
</code></pre>
",1681277,,,2017-09-29T01:24:21.910,0,CC BY-SA 3.0
46521657,2,46492413,2017-10-02T08:04:29.140,0,"<p>I suspect that the delegation issue is because of the use of the User() function in the filter argument.  I suggest you replace with a variable as suggested here:
<a href=""http://baizini-it.com/blog/index.php/2017/08/29/powerapps-user-function-cache-current-user-onstart/"" rel=""nofollow noreferrer"">Cache current user</a>
This will also improve app performance.
Then your filter expression should be this:</p>

<pre><code>SortByColumns(Filter('Employee List', StartsWith(ComplianceAssetId, CurrentUser.FullName)), ""ComplianceAssetId"", If(SortDescending1, Descending, Ascending))
</code></pre>
",7414664,,,2017-10-02T08:04:29.140,1,CC BY-SA 3.0
46531415,2,46514457,2017-10-02T18:21:39.460,1,"<pre class=""lang-js prettyprint-override""><code>// this line works fine
var iterator = DriveApp.getFilesByName('test');

// App Script freezes both on 'hasNext' and 'next' method calls
if (iterator.hasNext()) {
  iterator.next();
} else {
} 
</code></pre>

<p>It is known issue and it is already reported here:</p>

<p><a href=""https://issuetracker.google.com/issues/63946936"" rel=""nofollow noreferrer"">https://issuetracker.google.com/issues/63946936</a></p>

<p><strong>Workaround</strong></p>

<p>Use <a href=""https://developers.google.com/apps-script/advanced/drive"" rel=""nofollow noreferrer"">advanced Drive API</a></p>

<p><a href=""https://i.stack.imgur.com/lqMnZ.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/lqMnZ.png"" alt=""enter image description here""></a></p>

<pre class=""lang-js prettyprint-override""><code>// Server script usage
var result = Drive.Files.list({ q: 'title = ""tmp.js""' });

console.log(result.items.length);
</code></pre>

<p>Full advance Drive API reference:</p>

<p><a href=""https://developers.google.com/drive/v2/reference/"" rel=""nofollow noreferrer"">https://developers.google.com/drive/v2/reference/</a></p>
",454137,454137,2017-10-02T18:59:09.487,2017-10-02T18:59:09.487,2,CC BY-SA 3.0
46614637,2,46608926,2017-10-06T22:13:00.233,0,"<p>This can be done using the advanced Drive API.</p>

<p>Documentation is <a href=""https://developers.google.com/drive/v2/reference/permissions/insert"" rel=""nofollow noreferrer"">here</a></p>

<p>and code goes like this :</p>

<pre><code>function testFileSharing() {
  shareFile(""14fQ#################9SW2SIIutz5qk"");  
}

function shareFile(ID){
  var permission = Drive.Permissions.insert({value:""test@gmail.com"",role:""reader"",type:""user""},ID,{sendNotificationEmails:false,emailMessage:""testing for you""});
  Logger.log(JSON.stringify(permission));
}
</code></pre>

<p>The advanced Drive API must be enabled in the ressources menu and in the Google API Console.
<a href=""https://i.stack.imgur.com/dc6K0.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/dc6K0.png"" alt=""enter image description here""></a></p>
",1368381,,,2017-10-06T22:13:00.233,0,CC BY-SA 3.0
