Question_id,ViewCount,Challenge_Id,SDLC,ChallengeLabelModGias,Topic_Label,Topic_Id,ChallengeLabelModAlamin,Challenge_Label,Topic_Category,CreationDate
46495006,58,12,Deployment,Authentication,Access Control & Security,2,,Access control [Application accessibility| Permission],Adoption,2017-09-29 18:33:20.163
55010103,59,1,Development,Testing/Debugging,SQL CRUD,3,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2019-03-05 19:24:41.410
43778494,60,14,Deployment,Deployment,Access Control & Security,2,,Deployment Issues [ Local Development],Adoption,2017-05-04 09:07:22.427
54069553,60,4,Development,Feature,Data Storage & Migration,0,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Database,2019-01-07 06:38:56.843
46550925,61,4,Development,Feature,Cloud and On-Prem Conf,9,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2017-10-03 18:15:54.367
52952265,62,25,Deployment,Testing/Debugging,Access Control & Security,2,,Version Controlling,Adoption,2018-10-23 15:03:23.897
54557467,62,13,,,Data Storage & Migration,0,,wrong tag,Database,2019-02-06 15:47:04.733
54936924,62,0,Development,Documentation,Cloud and On-Prem Conf,9,,Tutorial [How to do this ],Adoption,2019-03-01 02:00:27.863
55426906,62,7,Development,Feature,Entity Relationship Management,4,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Database,2019-03-30 00:07:10.060
53891777,63,1,Development,Testing/Debugging,Dynamic Form Controller,1,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2018-12-21 23:16:52.447
61459809,63,1,Development,Testing/Debugging,External Web Req Processing,6,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Integration,2020-04-27 13:17:56.693
42619631,64,1,Development,Testing/Debugging,Cloud and On-Prem Conf,9,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2017-03-06 07:15:10.490
46348449,64,14,Deployment,Deployment,Access Control & Security,2,,Deployment Issues [ Local Development],Adoption,2017-09-21 16:00:34.423
54350879,64,10,Planning and Design,Feature,Dynamic Form Controller,1,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Customization,2019-01-24 16:09:34.780
54011765,65,0,Development,Documentation,Dynamic Form Controller,1,,Tutorial [How to do this ],Customization,2019-01-02 19:00:41.650
43549963,66,0,Development,Documentation,Dynamic Form Controller,1,,Tutorial [How to do this ],Customization,2017-04-21 18:48:27.023
46429884,66,1,Development,Testing/Debugging,UI Adaptation,5,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2017-09-26 15:00:07.867
55471918,66,2,Development,Feature,UI Adaptation,5,,General programming query [JSON to CSV/excel],Customization,2019-04-02 09:58:15.857
46608926,67,6,Development,Feature,Data Storage & Migration,0,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Database,2017-10-06 15:14:23.737
55240089,67,0,Development,Documentation,Data Storage & Migration,0,,Tutorial [How to do this ],Database,2019-03-19 11:35:26.227
55240089,67,4,Development,Feature,Data Storage & Migration,0,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Database,2019-03-19 11:35:26.227
43061699,68,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2017-03-28 06:03:26.613
51432021,68,0,Development,Documentation,External Web Req Processing,6,,Tutorial [How to do this ],Integration,2018-07-19 21:32:05.893
53862192,68,9,Development,Feature,SQL CRUD,3,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2018-12-20 03:51:25.050
45555969,69,14,Deployment,Deployment,Access Control & Security,2,,Deployment Issues [ Local Development],Adoption,2017-08-07 21:28:07.663
54790585,69,12,Development,Authentication,Client Server Comm & IO,11,,Access control [Application accessibility| Permission],Adoption,2019-02-20 16:04:23.517
46124156,70,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2017-09-08 20:33:34.653
46647666,70,11,Development,Testing/Debugging,Cloud and On-Prem Conf,9,,Platform issues [platform limitaion | not working as expected],Adoption,2017-10-09 13:28:29.747
53843783,70,0,Development,Documentation,Entity Relationship Management,4,,Tutorial [How to do this ],Database,2018-12-19 02:33:33.233
53843783,70,3,Development,Feature,Entity Relationship Management,4,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2018-12-19 02:33:33.233
54662808,70,5,Development,Feature,Access Control & Security,2,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Adoption,2019-02-13 04:57:22.880
54662808,70,24,Development,Feature,Access Control & Security,2,,Browser compatibility,Adoption,2019-02-13 04:57:22.880
54881057,70,5,Development,Feature,Cloud and On-Prem Conf,9,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Adoption,2019-02-26 08:19:01.813
53838659,71,6,Development,Feature,Dynamic Content Binding,8,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Customization,2018-12-18 17:59:18.747
55520394,71,2,Development,Feature,External Web Req Processing,6,,General programming query [JSON to CSV/excel],Integration,2019-04-04 15:59:38.420
55143718,72,3,Development,Feature,SQL CRUD,3,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2019-03-13 14:00:14.367
46206207,73,0,Development,Documentation,Data Storage & Migration,0,,Tutorial [How to do this ],Database,2017-09-13 20:20:32.890
46798556,73,0,Development,Documentation,External API & Email Config,7,,Tutorial [How to do this ],Integration,2017-10-17 20:20:44.090
54288494,73,2,Development,Feature,Client Server Comm & IO,11,,General programming query [JSON to CSV/excel],Adoption,2019-01-21 10:58:54.570
55435560,74,5,Development,Feature,Client Server Comm & IO,11,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Adoption,2019-03-30 20:52:50.247
55435560,74,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2019-03-30 20:52:50.247
44070042,75,9,Development,Feature,SQL CRUD,3,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2017-05-19 12:23:19.413
47333242,75,0,Planning and Design,Documentation,Dynamic Form Controller,1,,Tutorial [How to do this ],Customization,2017-11-16 15:18:36.767
47333242,75,4,Planning and Design,Feature,Dynamic Form Controller,1,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Customization,2017-11-16 15:18:36.767
54577461,75,2,Development,Feature,SQL CRUD,3,,General programming query [JSON to CSV/excel],Database,2019-02-07 16:05:52.587
54618164,75,1,Development,Testing/Debugging,Dynamic Content Display,10,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2019-02-10 15:52:37.290
55161617,75,11,Development,Testing/Debugging,Client Server Comm & IO,11,,Platform issues [platform limitaion | not working as expected],Adoption,2019-03-14 11:41:23.043
54005457,76,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2019-01-02 11:23:55.883
54365658,76,10,Development,Feature,Entity Relationship Management,4,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Database,2019-01-25 12:49:17.310
55408264,76,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2019-03-28 23:17:39.833
54857737,77,11,Development,Testing/Debugging,Cloud and On-Prem Conf,9,,Platform issues [platform limitaion | not working as expected],Adoption,2019-02-24 23:49:33.983
55104440,77,8,Development,Feature,SQL CRUD,3,,Data binding,Database,2019-03-11 14:46:16.963
55137884,77,2,Development,Feature,Dynamic Content Display,10,,General programming query [JSON to CSV/excel],Customization,2019-03-13 09:02:24.387
55179755,77,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2019-03-15 09:48:39.220
44073389,78,15,Development,Documentation,SQL CRUD,3,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Database,2017-05-19 15:04:35.267
44073389,78,11,Development,Testing/Debugging,SQL CRUD,3,,Platform issues [platform limitaion | not working as expected],Database,2017-05-19 15:04:35.267
54248770,78,2,Development,Feature,SQL CRUD,3,,General programming query [JSON to CSV/excel],Database,2019-01-18 06:31:02.743
46340789,79,1,Development,Testing/Debugging,Access Control & Security,2,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2017-09-21 09:51:08.187
48190454,79,6,Development,Feature,Entity Relationship Management,4,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Database,2018-01-10 15:12:10.947
55164994,79,3,Development,Feature,Dynamic Content Display,10,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Customization,2019-03-14 14:25:08.640
61452894,79,0,Development,Documentation,Client Server Comm & IO,11,,Tutorial [How to do this ],Adoption,2020-04-27 06:27:43.787
61713625,79,2,Development,Feature,External Web Req Processing,6,,General programming query [JSON to CSV/excel],Integration,2020-05-10 14:27:28.023
55488988,80,0,Development,Documentation,UI Adaptation,5,,Tutorial [How to do this ],Customization,2019-04-03 07:03:08.307
55488988,80,6,Development,Feature,UI Adaptation,5,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Customization,2019-04-03 07:03:08.307
46447525,82,3,Development,Feature,Data Storage & Migration,0,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2017-09-27 12:09:17.087
46976482,82,12,Maintenance,Authentication,Access Control & Security,2,,Access control [Application accessibility| Permission],Adoption,2017-10-27 13:41:32.737
54695712,82,2,Development,Feature,External Web Req Processing,6,,General programming query [JSON to CSV/excel],Integration,2019-02-14 17:12:33.977
61208367,82,3,Development,Feature,Data Storage & Migration,0,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2020-04-14 13:01:18.063
42859142,83,6,Development,Feature,Dynamic Event Handling,12,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Customization,2017-03-17 13:44:02.607
44041037,83,1,Development,Testing/Debugging,External Web Req Processing,6,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Integration,2017-05-18 07:15:13.660
55176954,83,0,Development,Documentation,External API & Email Config,7,,Tutorial [How to do this ],Integration,2019-03-15 06:40:09.783
44140332,84,19,Development,Feature,Access Control & Security,2,,Flatform features support [Event Monitoring | Dashboard customization | View Management | role management | collaboration | platform security],Adoption,2017-05-23 16:28:34.267
46565154,84,4,Requirement,Feature,Cloud and On-Prem Conf,9,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2017-10-04 12:41:19.237
56134883,85,1,Development,Testing/Debugging,SQL CRUD,3,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2019-05-14 16:31:45.657
46600731,86,10,Development,Feature,Cloud and On-Prem Conf,9,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Adoption,2017-10-06 07:42:26.207
46600731,86,11,Development,Feature,Cloud and On-Prem Conf,9,,Platform issues [platform limitaion | not working as expected],Adoption,2017-10-06 07:42:26.207
53930543,87,25,Maintenance,Testing/Debugging,Entity Relationship Management,4,,Version Controlling,Database,2018-12-26 10:11:12.230
54734086,87,9,Development,Feature,Entity Relationship Management,4,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2019-02-17 14:12:09.937
54894563,87,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2019-02-26 21:41:48.687
46206200,88,7,Development,Feature,Entity Relationship Management,4,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Database,2017-09-13 20:20:12.097
48279047,89,19,Development,Feature,Entity Relationship Management,4,,Flatform features support [Event Monitoring | Dashboard customization | View Management | role management | collaboration | platform security],Database,2018-01-16 10:25:22.657
54042741,89,8,Development,Feature,Entity Relationship Management,4,,Data binding,Database,2019-01-04 16:28:25.123
46336305,90,16,Development,Authorization,Access Control & Security,2,,Session/Authentication [social auth | oaut2 | jtoken],Adoption,2017-09-21 05:47:38.617
46717398,90,0,Development,Documentation,Dynamic Content Display,10,,Tutorial [How to do this ],Customization,2017-10-12 19:24:35.577
55405120,90,0,Development,Documentation,Dynamic Form Controller,1,,Tutorial [How to do this ],Customization,2019-03-28 19:04:17.863
55405120,90,3,Development,Feature,Dynamic Form Controller,1,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Customization,2019-03-28 19:04:17.863
43243120,91,0,Planning and Design,Documentation,External Web Req Processing,6,,Tutorial [How to do this ],Integration,2017-04-05 23:14:40.900
43243120,91,4,Planning and Design,Feature,External Web Req Processing,6,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Integration,2017-04-05 23:14:40.900
55005441,92,10,Planning and Design,Feature,Entity Relationship Management,4,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Database,2019-03-05 14:46:35.563
48082476,93,3,Development,Feature,SQL CRUD,3,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2018-01-03 17:43:09.000
54574872,95,1,Development,Testing/Debugging,Data Storage & Migration,0,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2019-02-07 13:50:31.927
46595947,96,3,Development,Feature,Entity Relationship Management,4,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2017-10-05 22:55:21.513
55207558,97,18,Planning and Design,Feature,Cloud and On-Prem Conf,9,,Data migration [export | import],Adoption,2019-03-17 13:25:51.633
41987911,98,0,Development,Documentation,Dynamic Content Binding,8,,Tutorial [How to do this ],Customization,2017-02-01 19:20:25.320
47800766,99,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2017-12-13 19:27:41.423
54398761,99,2,Development,Feature,Dynamic Content Display,10,,General programming query [JSON to CSV/excel],Customization,2019-01-28 09:19:47.340
55006077,99,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2019-03-05 15:19:47.087
55559831,99,11,Development,Testing/Debugging,Cloud and On-Prem Conf,9,,Platform issues [platform limitaion | not working as expected],Adoption,2019-04-07 14:08:43.107
43454426,100,0,Development,Documentation,Dynamic Form Controller,1,,Tutorial [How to do this ],Customization,2017-04-17 15:27:25.883
55489868,100,8,Development,Feature,Dynamic Form Controller,1,,Data binding,Customization,2019-04-03 07:55:03.320
54011731,101,1,Development,Testing/Debugging,Entity Relationship Management,4,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2019-01-02 18:58:25.357
43170471,102,13,,,External API & Email Config,7,,wrong tag,Integration,2017-04-02 16:06:19.393
46271988,102,1,Development,Testing/Debugging,Entity Relationship Management,4,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2017-09-18 05:12:51.320
46378576,102,6,Development,Feature,Entity Relationship Management,4,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Database,2017-09-23 10:27:33.310
46574894,102,10,Development,Feature,Data Storage & Migration,0,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Database,2017-10-04 22:05:06.990
53887719,102,16,Development,Authorization,Access Control & Security,2,,Session/Authentication [social auth | oaut2 | jtoken],Adoption,2018-12-21 16:02:45.330
42809056,103,0,Development,Documentation,External Web Req Processing,6,,Tutorial [How to do this ],Integration,2017-03-15 11:55:59.727
46382002,105,0,Development,Documentation,UI Adaptation,5,,Tutorial [How to do this ],Customization,2017-09-23 16:49:06.273
49419372,107,18,Development,Feature,Entity Relationship Management,4,,Data migration [export | import],Database,2018-03-22 02:04:51.213
43212275,108,8,Development,Feature,Client Server Comm & IO,11,,Data binding,Adoption,2017-04-04 16:02:52.700
51380757,108,15,Development,Documentation,Data Storage & Migration,0,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Database,2018-07-17 11:55:10.740
46541679,109,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2017-10-03 09:47:19.120
55238384,109,4,Planning and Design,Feature,Cloud and On-Prem Conf,9,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2019-03-19 10:09:53.817
55471101,109,0,Development,Documentation,External Web Req Processing,6,,Tutorial [How to do this ],Integration,2019-04-02 09:18:28.323
55471101,109,3,Development,Feature,External Web Req Processing,6,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Integration,2019-04-02 09:18:28.323
42106471,111,2,Development,Feature,Cloud and On-Prem Conf,9,,General programming query [JSON to CSV/excel],Adoption,2017-02-08 06:49:06.777
42841546,111,12,Maintenance,Authentication,Access Control & Security,2,,Access control [Application accessibility| Permission],Adoption,2017-03-16 17:57:43.000
54060551,111,3,Development,Feature,SQL CRUD,3,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2019-01-06 10:19:09.660
54473192,111,2,Development,Feature,Dynamic Form Controller,1,,General programming query [JSON to CSV/excel],Customization,2019-02-01 05:07:34.857
47564757,112,2,Development,Feature,Dynamic Content Display,10,,General programming query [JSON to CSV/excel],Customization,2017-11-30 02:04:15.567
54373790,113,7,Development,Feature,Dynamic Content Binding,8,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Customization,2019-01-25 22:45:19.837
54373790,113,1,Development,Testing/Debugging,Dynamic Content Binding,8,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2019-01-25 22:45:19.837
41920583,118,0,Development,Documentation,Cloud and On-Prem Conf,9,,Tutorial [How to do this ],Adoption,2017-01-29 11:52:27.477
41920583,118,10,Development,Feature,Cloud and On-Prem Conf,9,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Adoption,2017-01-29 11:52:27.477
53874059,118,2,Development,Feature,External API & Email Config,7,,General programming query [JSON to CSV/excel],Integration,2018-12-20 18:17:12.657
55286040,118,2,Development,Feature,Entity Relationship Management,4,,General programming query [JSON to CSV/excel],Database,2019-03-21 17:25:55.193
55286040,118,1,Development,Testing/Debugging,Entity Relationship Management,4,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2019-03-21 17:25:55.193
47005811,119,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2017-10-29 22:15:19.853
53843335,119,7,Development,Feature,Dynamic Content Display,10,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Customization,2018-12-19 01:19:16.387
55450821,119,1,Development,Testing/Debugging,Data Storage & Migration,0,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2019-04-01 08:26:18.993
54446465,120,21,Development,Testing/Debugging,Client Server Comm & IO,11,,Input validation,Adoption,2019-01-30 17:41:39.227
55297256,120,15,Development,Documentation,Entity Relationship Management,4,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Database,2019-03-22 10:09:04.527
55297256,120,9,Development,Feature,Entity Relationship Management,4,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2019-03-22 10:09:04.527
43965841,122,3,Development,Feature,External API & Email Config,7,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Integration,2017-05-14 15:42:50.900
44145365,122,0,Development,Documentation,UI Adaptation,5,,Tutorial [How to do this ],Customization,2017-05-23 21:30:38.057
55283966,122,8,Development,Feature,SQL CRUD,3,,Data binding,Database,2019-03-21 15:29:48.150
46275169,123,1,Development,Testing/Debugging,Dynamic Content Binding,8,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2017-09-18 08:51:00.893
54472908,123,0,Development,Documentation,Entity Relationship Management,4,,Tutorial [How to do this ],Database,2019-02-01 04:28:34.017
54575273,124,2,Development,Feature,SQL CRUD,3,,General programming query [JSON to CSV/excel],Database,2019-02-07 14:11:44.197
47057239,126,0,Development,Documentation,Dynamic Content Display,10,,Tutorial [How to do this ],Customization,2017-11-01 14:31:06.883
43207458,127,6,Development,Feature,Client Server Comm & IO,11,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Adoption,2017-04-04 12:37:05.080
54688078,128,21,Development,Testing/Debugging,Data Storage & Migration,0,,Input validation,Database,2019-02-14 10:21:46.680
54945975,129,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2019-03-01 13:48:03.130
55064804,129,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2019-03-08 14:01:54.153
46655042,132,6,Development,Feature,Data Storage & Migration,0,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Database,2017-10-09 21:10:18.683
52831801,134,1,Development,Testing/Debugging,SQL CRUD,3,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2018-10-16 09:05:20.373
55126170,136,8,Development,Feature,Entity Relationship Management,4,,Data binding,Database,2019-03-12 16:17:03.860
55126170,136,9,Development,Feature,Entity Relationship Management,4,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2019-03-12 16:17:03.860
43500546,138,0,Development,Documentation,Entity Relationship Management,4,,Tutorial [How to do this ],Database,2017-04-19 15:52:31.697
43500546,138,11,Development,Feature,Entity Relationship Management,4,,Platform issues [platform limitaion | not working as expected],Database,2017-04-19 15:52:31.697
54060686,138,2,Development,Feature,External Web Req Processing,6,,General programming query [JSON to CSV/excel],Integration,2019-01-06 10:37:16.767
55024778,139,0,Development,Documentation,Dynamic Content Display,10,,Tutorial [How to do this ],Customization,2019-03-06 13:54:36.073
42239047,140,2,Development,Feature,Dynamic Event Handling,12,,General programming query [JSON to CSV/excel],Customization,2017-02-15 01:04:05.117
42908516,140,0,Development,Documentation,Dynamic Event Handling,12,,Tutorial [How to do this ],Customization,2017-03-20 16:08:20.630
42215621,141,2,Development,Feature,SQL CRUD,3,,General programming query [JSON to CSV/excel],Database,2017-02-13 23:56:37.600
54406837,141,5,Development,Feature,Entity Relationship Management,4,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Database,2019-01-28 16:58:39.763
47025667,142,8,Development,Feature,SQL CRUD,3,,Data binding,Database,2017-10-30 23:20:38.057
47013716,145,6,Maintenance,Feature,Entity Relationship Management,4,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Database,2017-10-30 11:05:45.690
54910488,146,2,Development,Feature,SQL CRUD,3,,General programming query [JSON to CSV/excel],Database,2019-02-27 16:46:40.827
53942601,147,2,Development,Feature,UI Adaptation,5,,General programming query [JSON to CSV/excel],Customization,2018-12-27 09:20:36.497
54049205,148,6,Development,Feature,External Web Req Processing,6,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Integration,2019-01-05 05:20:35.390
42295539,149,9,Development,Feature,SQL CRUD,3,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2017-02-17 10:29:44.263
46970906,149,11,Development,Testing/Debugging,Dynamic Content Display,10,,Platform issues [platform limitaion | not working as expected],Customization,2017-10-27 08:41:39.520
42955004,151,7,Development,Feature,UI Adaptation,5,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Customization,2017-03-22 14:46:31.907
46970906,151,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2017-10-27 08:41:39.520
55312355,151,1,Development,Testing/Debugging,External Web Req Processing,6,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Integration,2019-03-23 09:29:48.957
46537440,153,8,Development,Feature,Dynamic Content Binding,8,,Data binding,Customization,2017-10-03 04:53:53.847
55043215,153,12,Maintenance,Authentication,UI Adaptation,5,,Access control [Application accessibility| Permission],Customization,2019-03-07 11:56:54.753
42638538,154,0,Development,Documentation,UI Adaptation,5,,Tutorial [How to do this ],Customization,2017-03-07 01:23:14.673
55312355,154,0,Development,Documentation,Dynamic Content Display,10,,Tutorial [How to do this ],Customization,2019-03-23 09:29:48.957
55312355,154,1,Development,Testing/Debugging,Dynamic Content Display,10,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2019-03-23 09:29:48.957
53944354,155,17,Development,Feature,External API & Email Config,7,,Email and DNS configuration [SMTP Authentication| email not working | DNS Integration],Integration,2018-12-27 11:30:47.167
61422412,155,1,Development,Testing/Debugging,Dynamic Event Handling,12,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2020-04-25 07:35:23.207
47688993,157,5,Development,Feature,Data Storage & Migration,0,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Database,2017-12-07 06:34:23.353
51352351,157,0,Development,Documentation,UI Adaptation,5,,Tutorial [How to do this ],Customization,2018-07-15 21:23:38.577
43947704,158,9,Development,Feature,SQL CRUD,3,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2017-05-12 23:25:32.560
46837399,160,9,Development,Feature,Entity Relationship Management,4,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2017-10-19 19:24:18.570
55048122,160,0,Development,Documentation,Dynamic Content Binding,8,,Tutorial [How to do this ],Customization,2019-03-07 16:04:38.300
46236405,162,2,Development,Feature,Dynamic Content Binding,8,,General programming query [JSON to CSV/excel],Customization,2017-09-15 09:36:00.097
51352700,162,2,Development,Feature,Dynamic Form Controller,1,,General programming query [JSON to CSV/excel],Customization,2018-07-15 22:32:28.890
55419294,163,10,Development,Feature,Cloud and On-Prem Conf,9,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Adoption,2019-03-29 14:11:27.210
55419294,163,4,Development,Feature,Cloud and On-Prem Conf,9,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2019-03-29 14:11:27.210
46894604,164,0,Development,Documentation,Dynamic Form Controller,1,,Tutorial [How to do this ],Customization,2017-10-23 16:53:04.210
