Tag,Significance,Relevance
amazon-s3,5.742341152487869e-05,0.0004761904761904762
c,6.02879957557251e-06,0.0004761904761904762
variables,2.1892856360969414e-05,0.0002380952380952381
iis,2.9427343887940674e-05,0.0002380952380952381
es6-promise,0.000259000259000259,0.0002380952380952381
amazon-web-services,6.34490926779747e-05,0.0014285714285714286
r,1.1524753730418723e-05,0.0009523809523809524
sharepoint-list,0.038922155688622756,0.0030952380952380953
project-management,0.0006622516556291391,0.0002380952380952381
bitcoin,0.0006317119393556538,0.0002380952380952381
sql-server,0.0001259965980918515,0.008571428571428572
drop-down-menu,0.00020213249785234222,0.0009523809523809524
haskell,0.00024980129442488927,0.002619047619047619
schedule,0.0007293946024799417,0.0002380952380952381
editor,0.00035536602700781805,0.0004761904761904762
mentionsinput.js,0.25,0.0004761904761904762
base64,0.0003270824247710423,0.0007142857142857143
meeting-request,0.03125,0.0002380952380952381
mobile,0.00015077839345621773,0.0009523809523809524
laravel-5,2.7104678267468964e-05,0.0002380952380952381
hmacsha1,0.0035971223021582736,0.0002380952380952381
model-driven-development,0.018867924528301886,0.0002380952380952381
google-cloud-sql,0.014372163388804841,0.009047619047619047
confirmation,0.0022675736961451248,0.0002380952380952381
django,4.297230864430961e-05,0.002380952380952381
mfi,0.005747126436781609,0.0002380952380952381
powerapps-modeldriven,0.5714285714285714,0.0019047619047619048
lighting,0.005813953488372093,0.0009523809523809524
arkit,0.00040666937779585197,0.0002380952380952381
account,0.0018281535648994515,0.0004761904761904762
recurring-events,0.007751937984496124,0.0002380952380952381
imagefield,0.0035971223021582736,0.0002380952380952381
pdf,0.00011687977746090371,0.0011904761904761906
attachment,0.0015232292460015233,0.0009523809523809524
exacttarget,0.016666666666666666,0.0004761904761904762
google-sheets-api,0.0010660980810234541,0.0007142857142857143
gitlab-ci,0.0002852253280091272,0.0002380952380952381
selenium,0.0003087331203522242,0.0054761904761904765
node.js,0.00010888798148904315,0.008571428571428572
zohobooks,0.5555555555555556,0.002380952380952381
lookup,0.0018477457501847746,0.0011904761904761906
exception,2.752849198920883e-05,0.0002380952380952381
simplexml,0.0010554089709762533,0.0009523809523809524
dashboard,0.000502008032128514,0.0002380952380952381
google-apps-script,0.0049589869943548635,0.03785714285714286
constraints,0.00013646288209606986,0.0002380952380952381
gateway,0.0010438413361169101,0.0002380952380952381
cookies,3.3364473508608036e-05,0.0002380952380952381
pdf-generation,0.0004662004662004662,0.0007142857142857143
gsuite,0.016877637130801686,0.0038095238095238095
client-server,0.0001644195988161789,0.0002380952380952381
pivot-table,0.00017117425539198904,0.0002380952380952381
events,0.00014639145073927682,0.0011904761904761906
ip-camera,0.0015384615384615385,0.0002380952380952381
information-schema,0.002331002331002331,0.0002380952380952381
one-to-many,0.0003161555485298767,0.0002380952380952381
stripe-payments,0.00015489467162329616,0.0002380952380952381
clasp,0.01639344262295082,0.0002380952380952381
fade,0.0006238303181534623,0.0002380952380952381
google-oauth2,0.0005336179295624333,0.0002380952380952381
datetime,5.511160099200882e-05,0.0007142857142857143
azure-cognitive-services,0.001589825119236884,0.0002380952380952381
google-sheets-formula,0.000281610813855252,0.0002380952380952381
jsonschema2pojo,0.007518796992481203,0.0002380952380952381
python,1.869457836455674e-05,0.0064285714285714285
zapier,0.003663003663003663,0.0007142857142857143
scheduler,0.0003590664272890485,0.0002380952380952381
mule,0.001305672421296968,0.002142857142857143
azure-devops-rest-api,0.0011350737797956867,0.0002380952380952381
leaflet,0.0004928536224741252,0.0011904761904761906
load,0.00015019525382997898,0.0002380952380952381
nodelist,0.0029585798816568047,0.0002380952380952381
power-platform,1.0,0.0004761904761904762
height,0.00017507002801120448,0.0002380952380952381
service-provider,0.0031746031746031746,0.0002380952380952381
image,7.026348808030113e-05,0.0016666666666666668
digital-ocean,0.00036886757654002215,0.0002380952380952381
aura-framework,1.6666666666666667,0.014285714285714285
label,0.0002457002457002457,0.0004761904761904762
java-7,0.0003448275862068965,0.0002380952380952381
master-data-services,0.008403361344537815,0.0002380952380952381
outlook,0.000662970106075217,0.002619047619047619
html-table,0.00010026570411590716,0.0004761904761904762
ionic-framework,2.5484199796126402e-05,0.0002380952380952381
business-process-management,0.0029895366218236174,0.0004761904761904762
phonegap,0.001049317943336831,0.0004761904761904762
navigateurl,0.01,0.0002380952380952381
textinput,0.000984251968503937,0.0002380952380952381
recursion,8.094325877559831e-05,0.0007142857142857143
picker,0.0009560229445506692,0.0002380952380952381
suggestbox,0.046153846153846156,0.0007142857142857143
file,4.2970092815400483e-05,0.0007142857142857143
angular,4.129406420768161e-05,0.002142857142857143
tfs,9.749439407234084e-05,0.0004761904761904762
aes,0.00017067759003242875,0.0002380952380952381
spfx,0.002109704641350211,0.0002380952380952381
automl,0.004347826086956522,0.0002380952380952381
pptxgenjs,0.03125,0.0002380952380952381
fullcalendar-4,0.00646551724137931,0.0007142857142857143
new-operator,0.00041649312786339027,0.0002380952380952381
treeview,0.00011862396204033214,0.0002380952380952381
postmessage,0.001375515818431912,0.0002380952380952381
https,9.408665380815732e-05,0.0004761904761904762
colors,5.568548836173293e-05,0.0002380952380952381
networking,3.072385400024579e-05,0.0002380952380952381
scroll,5.23532799329878e-05,0.0002380952380952381
encode,0.0003716090672612412,0.0002380952380952381
oracle-adf,0.0004940711462450593,0.0002380952380952381
snowflake-cloud-data-platform,0.0005449591280653951,0.0002380952380952381
multidimensional-array,3.3943179118156203e-05,0.0002380952380952381
mybb,0.0048543689320388345,0.0002380952380952381
advantage-database-server,0.002770083102493075,0.0002380952380952381
google-cloud-ml,0.001148105625717566,0.0002380952380952381
jsignature,0.023255813953488372,0.0002380952380952381
listview,6.0263956127839936e-05,0.0007142857142857143
requestanimationframe,0.0015923566878980893,0.0002380952380952381
photo,0.0004887585532746823,0.0002380952380952381
alert,0.00024993751562109475,0.0002380952380952381
jira,0.00020567667626491157,0.0002380952380952381
error-handling,4.885436513752504e-05,0.0002380952380952381
relational-database,0.0004869339392955689,0.0007142857142857143
office365,0.0058823529411764705,0.009285714285714286
ng-lightning,0.1,0.0004761904761904762
asp.net-mvc-4,2.3734928320516473e-05,0.0002380952380952381
quickbooks,0.001135718341851221,0.0004761904761904762
azure-data-factory,0.0008795074758135445,0.0004761904761904762
amazon-workmail,0.034482758620689655,0.0002380952380952381
hadoop2,0.0004948045522018803,0.0002380952380952381
debugging,6.712911165808905e-05,0.0007142857142857143
real-time,0.0004926108374384236,0.0004761904761904762
web-worker,0.0005931198102016608,0.0002380952380952381
counter,0.00023299161230195712,0.0002380952380952381
google-cloud-firestore,5.47645125958379e-05,0.0002380952380952381
linkedin-api,0.00072992700729927,0.0002380952380952381
opengl-es,0.00022016732716864817,0.0007142857142857143
sonarqube,9.949258780220874e-05,0.0002380952380952381
hlsl,0.0007727975270479134,0.0002380952380952381
electron,0.00010087763542822556,0.0002380952380952381
calendar,0.00032919101308534276,0.0009523809523809524
twitter-oauth,0.00039936102236421724,0.0002380952380952381
ms-office,0.0009228497600590623,0.0011904761904761906
jmeter,0.00021769102387344895,0.0007142857142857143
image-processing,2.8434940855323022e-05,0.0002380952380952381
split,0.00010746332813927248,0.0004761904761904762
url-parameters,0.001059322033898305,0.0002380952380952381
here-api,0.0008368200836820083,0.0004761904761904762
dom-events,0.000441306266548985,0.0004761904761904762
clear,0.0006915629322268327,0.0002380952380952381
max,0.00028392958546280523,0.0004761904761904762
powerapps-component-framework,1.0,0.0016666666666666668
select,2.889338341519792e-05,0.0002380952380952381
json,0.00012312154148169934,0.008571428571428572
npm-install,0.0003059975520195838,0.0002380952380952381
salesforce-mobile-sdk,0.25,0.0011904761904761906
amazon-ses,0.000683526999316473,0.0002380952380952381
textbox,0.0003386100059256751,0.0009523809523809524
httprequest,0.00030721966205837174,0.0004761904761904762
ruby-on-rails-5,0.00023342670401493932,0.0004761904761904762
exception-handling,6.922810661128418e-05,0.0002380952380952381
onsubmit,0.001644736842105263,0.0002380952380952381
qlikview,0.0010718113612004287,0.0002380952380952381
toast,0.0005858230814294083,0.0002380952380952381
import-from-csv,0.002932551319648094,0.0002380952380952381
azure-ad-b2c,0.0007412898443291327,0.0004761904761904762
roundcube,0.00558659217877095,0.0002380952380952381
data-gateway,0.20833333333333334,0.0011904761904761906
leaflet.markercluster,0.004807692307692308,0.0002380952380952381
sum,8.687342541916427e-05,0.0002380952380952381
spotify,0.00033444816053511704,0.0002380952380952381
databasedotcom-gem,0.023809523809523808,0.0002380952380952381
drive,0.0027397260273972603,0.0004761904761904762
lookupfield,0.034482758620689655,0.0002380952380952381
nodes,0.0002007628990162618,0.0002380952380952381
material-ui,0.0001282051282051282,0.0002380952380952381
mozilla,0.0006031363088057901,0.0002380952380952381
c#-4.0,7.809449433814917e-05,0.0004761904761904762
url-rewrite-module,0.0015384615384615385,0.0002380952380952381
days,0.002331002331002331,0.0002380952380952381
tabs,0.000383670963781461,0.0011904761904761906
sweetalert2,0.0019011406844106464,0.0002380952380952381
mysql,6.860673115699396e-05,0.009761904761904762
internet-explorer-11,0.0007735447689035003,0.0009523809523809524
docusignapi,0.0024067388688327317,0.002380952380952381
wcf,4.007212983370066e-05,0.0004761904761904762
sharepoint-online,0.02177700348432056,0.011904761904761904
migration,0.00011304544426859598,0.0002380952380952381
aura.js,0.6,0.0035714285714285713
aggregates,0.008064516129032258,0.0002380952380952381
sfdc-migration-tool,0.5714285714285714,0.0009523809523809524
cloud9,0.006329113924050633,0.0004761904761904762
elementtree,0.0004633920296570899,0.0002380952380952381
database,0.00012489517726194086,0.005
stored-procedures,9.15024705667053e-05,0.0007142857142857143
maps,0.00012348728081007656,0.0002380952380952381
cmdlet,0.00303951367781155,0.0002380952380952381
submit,0.00040120361083249747,0.0004761904761904762
powerapps-portal,0.5333333333333333,0.0019047619047619048
browser,4.265483705852244e-05,0.0002380952380952381
arrays,2.7199782401740785e-05,0.002142857142857143
if-statement,0.00010596812478806375,0.0011904761904761906
zone,0.004807692307692308,0.0002380952380952381
common-data-service,0.40540540540540543,0.0035714285714285713
google-apps-script-api,0.010869565217391304,0.0002380952380952381
appian,1.0,0.0038095238095238095
dojo,0.00010804970286331713,0.0002380952380952381
singleton-type,0.012658227848101266,0.0002380952380952381
vercel,0.004807692307692308,0.0002380952380952381
selenium-webdriver,0.0003604253018561903,0.0033333333333333335
python-3.7,0.0002875215641173088,0.0002380952380952381
static-resource,0.014084507042253521,0.0002380952380952381
guzzlehttp,0.004608294930875576,0.0002380952380952381
blat,0.02,0.0002380952380952381
toggle,0.0001949317738791423,0.0002380952380952381
docker,2.5822778272714362e-05,0.0004761904761904762
react-tsx,0.006622516556291391,0.0002380952380952381
ui-automation,0.0017661603673613563,0.0011904761904761906
connector,0.010638297872340425,0.0016666666666666668
fetch,0.000143143429716576,0.0002380952380952381
tooltip,0.0003206155819172812,0.0004761904761904762
self-signed,0.001392757660167131,0.0002380952380952381
browser-history,0.0007220216606498195,0.0002380952380952381
pardot,0.013888888888888888,0.0002380952380952381
zpl,0.0021691973969631237,0.0002380952380952381
salesforce,0.12019410227696901,0.23
xpath,0.0002160427147310268,0.0016666666666666668
google-tag-manager,0.0003078817733990148,0.0002380952380952381
ruby-on-rails-3,5.3603016063037146e-05,0.0007142857142857143
iteration,0.00012156576707999027,0.0002380952380952381
azure-application-insights,0.0004342162396873643,0.0002380952380952381
containers,0.00013175230566534913,0.0002380952380952381
widget,0.0009698275862068965,0.002142857142857143
phplist,0.011363636363636364,0.0002380952380952381
namespaces,8.999280057595392e-05,0.0002380952380952381
podio,0.001953125,0.0002380952380952381
kanban,0.004672897196261682,0.0002380952380952381
misfit,0.2,0.0002380952380952381
quickbase,1.0,0.016904761904761905
timer,5.7133062903502255e-05,0.0002380952380952381
ibm-watson,0.0004798464491362764,0.0002380952380952381
ios5,0.00016852039096730705,0.0004761904761904762
salesforce-service-cloud,1.4323144104803494,0.07809523809523809
xhtml,0.00015098897780462027,0.0002380952380952381
php,8.498512390831065e-05,0.02738095238095238
powerapps-collection,3.08,0.018333333333333333
aspose,0.0015220700152207,0.0002380952380952381
custom-domain,0.014285714285714285,0.0002380952380952381
angularjs,1.9192237123928113e-05,0.0011904761904761906
time-series,9.765625e-05,0.0002380952380952381
devart,0.003076923076923077,0.0002380952380952381
maven,2.706286704013423e-05,0.0004761904761904762
datatables,0.0004266991770801585,0.0016666666666666668
glsl,0.00015257857796765334,0.0002380952380952381
controller,0.0001366120218579235,0.0004761904761904762
access-token,0.0006863417982155113,0.0004761904761904762
intuit,0.003067484662576687,0.0002380952380952381
save,0.00011337868480725624,0.0002380952380952381
dialogflow-fulfillment,0.002207505518763797,0.0002380952380952381
hadoop,2.378686964795433e-05,0.0002380952380952381
effect,0.0012787723785166241,0.0002380952380952381
filtering,0.0008592541673827118,0.0011904761904761906
katalon-studio,0.0015128593040847202,0.0002380952380952381
webautomation,0.0032258064516129032,0.0002380952380952381
fiddler,0.000468384074941452,0.0002380952380952381
mapping,0.00013063357282821686,0.0002380952380952381
e-commerce,0.0002205071664829107,0.0002380952380952381
audit,0.0020491803278688526,0.0004761904761904762
trim,0.0004716981132075472,0.0002380952380952381
html2canvas,0.000725689404934688,0.0002380952380952381
thunderbird-addon,0.005263157894736842,0.0002380952380952381
powershell,9.851974089308145e-05,0.0019047619047619048
dynamics-365-sales,0.043478260869565216,0.0002380952380952381
google-material-icons,0.006711409395973154,0.0002380952380952381
rest,0.0006933299094819285,0.012857142857142857
configuration,0.00012579407509906283,0.0004761904761904762
swift,1.868516248617298e-05,0.0011904761904761906
heroku-toolbelt,0.0019646365422396855,0.0002380952380952381
recaptcha,0.0011409013120365088,0.0009523809523809524
smtp,0.0021670606776989757,0.005238095238095238
service,4.713201677899797e-05,0.0002380952380952381
dsn,0.0029154518950437317,0.0002380952380952381
pdftron,0.005,0.0002380952380952381
ms-project-server-2016,0.05,0.0002380952380952381
opencart2.x,0.000881057268722467,0.0002380952380952381
google-api,0.00025358184354000256,0.0009523809523809524
excel,0.00013017501806739475,0.006904761904761905
edit,0.0003549875754348598,0.0002380952380952381
azure-data-lake,0.0007358351729212656,0.0002380952380952381
magento-1.6,0.002053388090349076,0.0002380952380952381
popup,0.00041296716911005574,0.0009523809523809524
facebook,1.1833199223742131e-05,0.0002380952380952381
demandware,0.031914893617021274,0.0007142857142857143
properties,6.149305128520478e-05,0.0002380952380952381
jquery,3.544188947801185e-05,0.008333333333333333
datamodel,0.0021231422505307855,0.0002380952380952381
zebra-printers,0.001277139208173691,0.0002380952380952381
mailer,0.0018115942028985507,0.0002380952380952381
report,0.0015130882130428205,0.002380952380952381
canvas,0.00018963337547408344,0.0014285714285714286
null,0.00014587892049598833,0.0004761904761904762
dynamics-crm-portals,0.0392156862745098,0.0004761904761904762
google-bigquery,0.0006028636021100226,0.0019047619047619048
lead,0.0051813471502590676,0.0002380952380952381
entities,0.001288659793814433,0.0002380952380952381
caching,2.9563058002719802e-05,0.0002380952380952381
grails,3.4327692149256805e-05,0.0002380952380952381
flashlight,0.002881844380403458,0.0002380952380952381
ibm-cloud,0.0001631321370309951,0.0002380952380952381
file-get-contents,0.0004137360364087712,0.0002380952380952381
arraylist,3.320935175345377e-05,0.0002380952380952381
google-plus,0.00023860653781913624,0.0002380952380952381
scala,1.0200542668869983e-05,0.0002380952380952381
ghc,0.0004570383912248629,0.0002380952380952381
exact-online,0.007352941176470588,0.0002380952380952381
email-attachments,0.000474158368895211,0.0002380952380952381
parameters,0.00010960105217010084,0.0004761904761904762
dataloader,0.008264462809917356,0.0002380952380952381
owncloud,0.0026041666666666665,0.0002380952380952381
youtube,7.014590347923682e-05,0.0002380952380952381
azure-data-factory-2,0.0008438818565400844,0.0002380952380952381
graphics,5.470758794244762e-05,0.0002380952380952381
react-google-charts,0.02857142857142857,0.0002380952380952381
restapi,0.008403361344537815,0.0002380952380952381
bootstrapping,0.0009328358208955224,0.0002380952380952381
foreach,4.6683161383688904e-05,0.0002380952380952381
iis-7,0.00010584250635055038,0.0002380952380952381
google-chat,0.038461538461538464,0.0002380952380952381
default,0.0003240440699935191,0.0002380952380952381
procedural-generation,0.002688172043010753,0.0002380952380952381
sandbox,0.000892458723784025,0.0004761904761904762
spring-boot,4.812551133355792e-05,0.0009523809523809524
continuous-deployment,0.001005530417295123,0.0004761904761904762
dropdown,0.002898550724637681,0.002857142857142857
navision,0.0026954177897574125,0.0002380952380952381
dynamics-crm-webapi,0.010416666666666666,0.0004761904761904762
developer-console,0.005405405405405406,0.0002380952380952381
xsd,7.633587786259542e-05,0.0002380952380952381
azure-ad-graph-api,0.0007674597083653108,0.0002380952380952381
google-tasks,0.010416666666666666,0.0002380952380952381
google-apis-explorer,0.0017667844522968198,0.0002380952380952381
vba,2.4162614394877527e-05,0.0009523809523809524
ios,4.118746633716694e-05,0.006190476190476191
magento-1.9,0.000327653997378768,0.0002380952380952381
code-editor,0.005076142131979695,0.0002380952380952381
asp.net-web-api,2.977253781112302e-05,0.0002380952380952381
microsoft-graph,0.0004510599909788002,0.0007142857142857143
azure-mysql-database,0.020833333333333332,0.0002380952380952381
vk,0.0037174721189591076,0.0002380952380952381
responsive,0.0002795638803466592,0.0002380952380952381
salesforce-development,0.16666666666666666,0.0004761904761904762
jsforce,0.09523809523809523,0.0004761904761904762
recaptcha-v3,0.00558659217877095,0.0002380952380952381
azure-api-management,0.001755926251097454,0.0004761904761904762
amazon-route53,0.001212856276531231,0.0004761904761904762
google-analytics,5.458813253998581e-05,0.0002380952380952381
survey,0.0011933174224343676,0.0002380952380952381
mail-server,0.003795066413662239,0.0004761904761904762
mono,0.00010333781130515655,0.0002380952380952381
microsoft-cognitive,0.0014545454545454545,0.0004761904761904762
symfony,4.554148829583751e-05,0.0007142857142857143
module,5.547542438699656e-05,0.0002380952380952381
jsdoc,0.0008561643835616438,0.0002380952380952381
ssh,4.14696856597827e-05,0.0002380952380952381
xcelsius,0.037037037037037035,0.0002380952380952381
skiasharp,0.003937007874015748,0.0002380952380952381
frameworks,9.194556822361162e-05,0.0002380952380952381
client,0.0002772387025228722,0.0004761904761904762
hl7,0.0016863406408094434,0.0002380952380952381
informix,0.0005115089514066496,0.0002380952380952381
cascadingdropdown,0.0022988505747126436,0.0002380952380952381
nuxt.js,0.0002563445270443476,0.0002380952380952381
google-oauth,0.0003669724770642202,0.0004761904761904762
google-groups,0.005235602094240838,0.0002380952380952381
react-redux,6.733099919202801e-05,0.0002380952380952381
retrofit,0.00014712373105781962,0.0002380952380952381
segment-analytics,0.07692307692307693,0.0002380952380952381
columnheader,0.007042253521126761,0.0002380952380952381
debian,0.00011665888940737284,0.0002380952380952381
microsoft-edge,0.0005803830528148578,0.0004761904761904762
magento2,0.00024055809477988935,0.0002380952380952381
join,0.00011215477358755083,0.0009523809523809524
ebay-api,0.0010224948875255625,0.0002380952380952381
c++,1.483404413128129e-06,0.0002380952380952381
direct-line-botframework,0.0024154589371980675,0.0002380952380952381
dynamics-crm-2011,0.0006829046209879354,0.0007142857142857143
cocoapods,0.00013442667025137788,0.0002380952380952381
mashup,0.010526315789473684,0.0002380952380952381
thunderbird-lightning,0.21739130434782608,0.0011904761904761906
neo4j,5.17170045510964e-05,0.0002380952380952381
c#,3.120782067986237e-05,0.010476190476190476
proxy,5.9368321063880314e-05,0.0002380952380952381
css-selectors,0.0002555583950932788,0.0007142857142857143
sqldatatypes,0.000881057268722467,0.0002380952380952381
text-analytics-api,0.02631578947368421,0.0002380952380952381
wsdl,0.00022256843979523704,0.0004761904761904762
webhooks,0.001707067258449983,0.0011904761904761906
swagger,0.0005134788189987163,0.0009523809523809524
azure-storage,0.0006027727546714888,0.0007142857142857143
square,0.0021008403361344537,0.0002380952380952381
unit-testing,1.4304514504777708e-05,0.0002380952380952381
jquery-ui,2.5526483726866623e-05,0.0002380952380952381
alpha-five,0.25,0.0002380952380952381
responsive-design,0.00013214403700033037,0.0004761904761904762
anypoint-studio,0.0012738853503184713,0.0002380952380952381
webstorm,0.0004452359750667854,0.0004761904761904762
swiftmailer,0.0012484394506866417,0.0004761904761904762
clipboarddata,0.007575757575757576,0.0002380952380952381
oracle,4.0738507666987145e-05,0.0011904761904761906
opengl,2.89569699426652e-05,0.0002380952380952381
mailgun,0.0007183908045977011,0.0002380952380952381
vscode-debugger,0.0015174506828528073,0.0002380952380952381
eai,0.011111111111111112,0.0002380952380952381
visual-studio-2015,5.113258679756609e-05,0.0002380952380952381
sass,0.0001505872904326875,0.0007142857142857143
through2,0.045454545454545456,0.0002380952380952381
xcode11,0.0008169934640522876,0.0002380952380952381
pipeline,0.0003436426116838488,0.0002380952380952381
record,0.0004137360364087712,0.0002380952380952381
dynamics-crm,0.00650310375406444,0.010476190476190476
invocable,0.3333333333333333,0.0002380952380952381
postman-pre-request-script,0.008849557522123894,0.0002380952380952381
signature,0.0006480881399870382,0.0002380952380952381
rest-assured,0.0007199424046076314,0.0002380952380952381
rcurl,0.0014992503748125937,0.0002380952380952381
group-by,0.00015378306335862212,0.0007142857142857143
powerapps-datatable,1.8571428571428572,0.0030952380952380953
passwords,0.00021139414438220062,0.0004761904761904762
upload,0.00015363343063450608,0.0004761904761904762
google-apps,0.003376748673420164,0.0016666666666666668
google-docs-api,0.0008136696501220504,0.0002380952380952381
google-adwords,0.0005614823133071309,0.0002380952380952381
left-join,0.00015405946695424435,0.0002380952380952381
peoplepicker,0.009433962264150943,0.0002380952380952381
dropdownbox,0.004140786749482402,0.0004761904761904762
inner-join,0.00018850141376060322,0.0002380952380952381
datasource,0.0016275284817484307,0.0016666666666666668
api,0.0012233662962585381,0.022857142857142857
webrequest,0.0006858710562414266,0.0002380952380952381
godaddy-api,0.00684931506849315,0.0002380952380952381
exchange-server,0.00024009603841536616,0.0002380952380952381
multiple-conditions,0.0024154589371980675,0.0002380952380952381
auth0,0.0005235602094240838,0.0002380952380952381
ssms,0.00017241379310344826,0.0002380952380952381
moodle,0.0012468827930174563,0.0007142857142857143
python-2.7,3.212885814038169e-05,0.0007142857142857143
restful-authentication,0.0007092198581560284,0.0002380952380952381
date-formatting,0.0007598784194528875,0.0002380952380952381
collections,0.00014257877477306212,0.0007142857142857143
ms-project,0.001402524544179523,0.0002380952380952381
google-app-maker,1.0,0.28214285714285714
forwarding,0.0017513134851138354,0.0002380952380952381
salesforce-marketing-cloud,0.06315789473684211,0.0014285714285714286
javascript,0.00016994054062891874,0.08166666666666667
afnetworking,0.0002679528403001072,0.0002380952380952381
sitecore9,0.01020408163265306,0.0002380952380952381
list,7.850217843545158e-05,0.0019047619047619048
dynamics-crm-online,0.0009000900090009,0.0002380952380952381
puppeteer,0.0002774694783573807,0.0002380952380952381
pentaho-data-integration,0.0017605633802816902,0.0002380952380952381
url,0.0001816860465116279,0.0016666666666666668
gcp,0.00303951367781155,0.0002380952380952381
connection-string,0.00024078979051288225,0.0002380952380952381
inappbrowser,0.0010050251256281408,0.0002380952380952381
extensible,0.02,0.0002380952380952381
types,0.00018581316486273051,0.0009523809523809524
ftp,0.000375629178874615,0.0011904761904761906
time,0.00012280989028983134,0.0007142857142857143
file-upload,0.00024221872350732712,0.0014285714285714286
criteria,0.00038714672861014324,0.0002380952380952381
database-design,9.03342366757001e-05,0.0004761904761904762
asynchronous,2.470111649046537e-05,0.0002380952380952381
iot,0.00033647375504710633,0.0002380952380952381
graphical-logo,0.004291845493562232,0.0002380952380952381
custom-element,0.002857142857142857,0.0004761904761904762
self-hosting,0.001488095238095238,0.0002380952380952381
nat,0.0010309278350515464,0.0002380952380952381
type-constraints,0.003194888178913738,0.0002380952380952381
ampscript,0.014084507042253521,0.0002380952380952381
postman-collection-runner,0.0036231884057971015,0.0002380952380952381
httpwebrequest,0.0003714020427112349,0.0004761904761904762
domain-model,0.002967359050445104,0.0002380952380952381
apache-kafka,5.2175727851403525e-05,0.0002380952380952381
jquery-ui-draggable,0.000574052812858783,0.0002380952380952381
npm,0.00012302771199212623,0.0009523809523809524
match,0.0001475143826523086,0.0002380952380952381
mule-el,0.002631578947368421,0.0002380952380952381
django-allauth,0.0007993605115907274,0.0002380952380952381
salesforce-developer,0.2222222222222222,0.0004761904761904762
icons,0.00012434717731907486,0.0002380952380952381
css,5.859568675647332e-05,0.009285714285714286
templates,4.293227433723301e-05,0.0004761904761904762
xamarin.ios,6.812453164384494e-05,0.0002380952380952381
ios7,0.0001351625329458674,0.0004761904761904762
node-streams,0.004807692307692308,0.0002380952380952381
java-api,0.002347417840375587,0.0002380952380952381
case,0.0006594131223211342,0.0009523809523809524
radar-chart,0.004048582995951417,0.0002380952380952381
react-native,3.9301481665858805e-05,0.0007142857142857143
caldav,0.009615384615384616,0.0007142857142857143
navigation,8.466683600033866e-05,0.0002380952380952381
chat,0.00019561815336463224,0.0002380952380952381
cdata-drivers,0.041666666666666664,0.0002380952380952381
pentaho-cde,0.0033783783783783786,0.0002380952380952381
handsontable,0.0009643201542912247,0.0002380952380952381
exchangewebservices,0.00028129395218002813,0.0002380952380952381
date,9.69227041434456e-05,0.0014285714285714286
firebase-realtime-database,6.39979520655339e-05,0.0004761904761904762
jquery-select2,0.00024067388688327315,0.0002380952380952381
event-handling,0.000189000189000189,0.0004761904761904762
rad,0.0018975332068311196,0.0002380952380952381
mx-record,0.009569377990430622,0.0004761904761904762
webservices-client,0.004166666666666667,0.0002380952380952381
gulp,0.0008284317786430288,0.002380952380952381
crud,0.00030003000300030005,0.0002380952380952381
synchronization,0.00010643959552953698,0.0002380952380952381
nested,7.895775759968417e-05,0.0002380952380952381
android-gradle-plugin,8.565310492505354e-05,0.0002380952380952381
virtual,0.00034831069313827936,0.0002380952380952381
itsm,0.037037037037037035,0.0002380952380952381
formbuilder,0.001349527665317139,0.0002380952380952381
components,0.001644930090471155,0.0033333333333333335
twitter,4.323202628507198e-05,0.0002380952380952381
mqtt,0.0002409058058299205,0.0002380952380952381
mouseover,0.00043975373790677223,0.0002380952380952381
invoice,0.005136986301369863,0.0007142857142857143
embed,0.00024396194193705782,0.0002380952380952381
database-relations,0.0033003300330033004,0.0002380952380952381
mobiscroll,0.00625,0.0002380952380952381
local-storage,0.00013388673182487614,0.0002380952380952381
azure-web-sites,0.0003360215053763441,0.0004761904761904762
winmail.dat,0.041666666666666664,0.0002380952380952381
cordova,0.0001488981536628946,0.002142857142857143
soap,0.0001535862386730149,0.0009523809523809524
perl,3.079291762894534e-05,0.0004761904761904762
csv,5.7235251191208665e-05,0.0009523809523809524
azure-blob-storage,0.0009794319294809011,0.0002380952380952381
dynamic,0.00020745166376234336,0.0011904761904761906
user-input,0.0002426595486532395,0.0002380952380952381
copy-paste,0.0007194244604316547,0.0004761904761904762
calculation,0.0012610340479192938,0.0002380952380952381
wordpress,5.515010018934868e-05,0.002142857142857143
fetch-api,0.0005720823798627002,0.0002380952380952381
binding,0.00019227071716977504,0.0007142857142857143
dynamic-forms,0.007633587786259542,0.0004761904761904762
google-drive-picker,0.11764705882352941,0.0004761904761904762
getjson,0.0005128205128205128,0.0002380952380952381
datatable,0.000318606627017842,0.0014285714285714286
count,6.02663773880552e-05,0.0002380952380952381
global-variables,0.00027277686852154935,0.0004761904761904762
datediff,0.0007604562737642585,0.0002380952380952381
class,4.582601390055755e-05,0.0007142857142857143
android-studio,2.9857430768082407e-05,0.0004761904761904762
urllib,0.00030248033877797946,0.0002380952380952381
external,0.0003168567807351077,0.0002380952380952381
metadata,0.0003853564547206166,0.0004761904761904762
informatica-powercenter,0.0011086474501108647,0.0002380952380952381
pie-chart,0.0008421052631578948,0.0004761904761904762
uber-api,0.001201923076923077,0.0002380952380952381
android-fragments,2.3720290336353717e-05,0.0002380952380952381
salesforce-einstein,0.23809523809523808,0.0011904761904761906
intuit-partner-platform,0.0012077294685990338,0.0002380952380952381
tesseract,0.00029850746268656717,0.0002380952380952381
